0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
"[-0.0, 0.0, 0.31571802496910095]","[-0.03869085758924484, -0.006847402546554804, 0.310884952545166]","[0.009452514350414276, 0.029242664575576782, 0.2281523495912552]","[0.11447149515151978, 0.04162341356277466, 0.08962109684944153]","[0.004265808034688234, 0.005820159800350666, 0.2833072543144226]","[0.08731719851493835, 0.042991362512111664, 0.14431995153427124]","[0.22236493229866028, 0.04969737306237221, 0.0]","[-0.08003198355436325, -0.0001753799879224971, 0.37111133337020874]","[-0.2072545737028122, -0.052471403032541275, 0.49946415424346924]","[-0.31894543766975403, -0.0764981359243393, 0.6573070883750916]","[-0.3311866521835327, -0.0832229033112526, 0.6864101886749268]","[-0.18768280744552612, -0.026173032820224762, 0.4771561920642853]","[-0.08945342898368835, 0.006511083338409662, 0.3400791585445404]","[-0.11312103271484375, 0.01150637399405241, 0.3326594829559326]","[-0.2416502684354782, -0.0806485041975975, 0.5218965411186218]","[-0.16606244444847107, -0.06376278400421143, 0.39755386114120483]","[-0.10810375958681107, -0.027443459257483482, 0.32423272728919983]"
"[-0.0, 0.0, 0.32228001952171326]","[-0.0370936281979084, -0.007445174269378185, 0.315870463848114]","[0.001875244197435677, 0.028501473367214203, 0.24059301614761353]","[0.11130737513303757, 0.040630776435136795, 0.09581035375595093]","[0.0024072264786809683, 0.006309422664344311, 0.2912158668041229]","[0.08736968785524368, 0.043201278895139694, 0.1488339751958847]","[0.2263929396867752, 0.04933559522032738, 0.0]","[-0.08093536645174026, -0.000255752558587119, 0.3785671293735504]","[-0.20785120129585266, -0.0525011345744133, 0.5081915855407715]","[-0.31466197967529297, -0.07584545761346817, 0.661544680595398]","[-0.3264135718345642, -0.08288026601076126, 0.6900631189346313]","[-0.19388434290885925, -0.025696581229567528, 0.49046164751052856]","[-0.09563042968511581, 0.008767759427428246, 0.3517114818096161]","[-0.14316326379776, 0.011167692020535469, 0.3663216531276703]","[-0.23750127851963043, -0.08152363449335098, 0.525673508644104]","[-0.16676513850688934, -0.06956952065229416, 0.40612486004829407]","[-0.10642749071121216, -0.030110064893960953, 0.3289658725261688]"
"[-0.0, 0.0, 0.32883384823799133]","[-0.03473461791872978, -0.008381581865251064, 0.31800878047943115]","[-0.0013021850027143955, 0.02739771082997322, 0.24706462025642395]","[0.11481311172246933, 0.04038331285119057, 0.09527501463890076]","[0.0008096313686110079, 0.006808184552937746, 0.2953055799007416]","[0.09248461574316025, 0.04367084056138992, 0.14697159826755524]","[0.22874420881271362, 0.04917454347014427, 0.0]","[-0.08343426883220673, -0.000531806203071028, 0.38468101620674133]","[-0.21343353390693665, -0.053224824368953705, 0.5186750888824463]","[-0.31471654772758484, -0.07572778314352036, 0.6671392917633057]","[-0.3251303732395172, -0.0827534943819046, 0.6934096813201904]","[-0.20389647781848907, -0.02581697888672352, 0.5049096345901489]","[-0.10907110571861267, 0.01169252023100853, 0.3670356869697571]","[-0.1689419001340866, 0.010656187310814857, 0.3951309025287628]","[-0.23872576653957367, -0.08288342505693436, 0.5316213965415955]","[-0.1641906201839447, -0.0740467831492424, 0.4083121120929718]","[-0.121407650411129, -0.03693021088838577, 0.3468186557292938]"
"[-0.0, 0.0, 0.33667346835136414]","[-0.0344693586230278, -0.00908608641475439, 0.3271504044532776]","[0.002773864660412073, 0.026205837726593018, 0.2513672113418579]","[0.12521149218082428, 0.040882546454668045, 0.09152168035507202]","[-0.002898925682529807, 0.008631882257759571, 0.3103877007961273]","[0.09426446259021759, 0.043829455971717834, 0.15295904874801636]","[0.23269671201705933, 0.04962396249175072, 0.0]","[-0.08475402742624283, -0.0002318501501576975, 0.395968496799469]","[-0.21230798959732056, -0.052768122404813766, 0.5294310450553894]","[-0.3090618848800659, -0.0743790715932846, 0.6733375191688538]","[-0.31770092248916626, -0.08173974603414536, 0.6964613199234009]","[-0.20495203137397766, -0.023615969344973564, 0.5174692869186401]","[-0.11818426847457886, 0.015590784139931202, 0.38514021039009094]","[-0.18077020347118378, 0.011883684433996677, 0.41800397634506226]","[-0.23605559766292572, -0.08390385657548904, 0.5405803918838501]","[-0.16982586681842804, -0.08129632472991943, 0.42562738060951233]","[-0.11382550001144409, -0.037710294127464294, 0.3491920232772827]"
"[-0.0, 0.0, 0.3368004262447357]","[-0.03432684391736984, -0.009547855705022812, 0.3281155526638031]","[0.005056579597294331, 0.0254135113209486, 0.25027453899383545]","[0.13160760700702667, 0.04085265472531319, 0.0868118405342102]","[-0.004389526322484016, 0.009074132889509201, 0.3136243522167206]","[0.09496752917766571, 0.04319743067026138, 0.15387867391109467]","[0.23231841623783112, 0.049492333084344864, 0.0]","[-0.08564911037683487, -0.00023655866971239448, 0.3977932929992676]","[-0.212818905711174, -0.052738748490810394, 0.5309264659881592]","[-0.3069935441017151, -0.07376831024885178, 0.6707324385643005]","[-0.31753993034362793, -0.08156102150678635, 0.6971867084503174]","[-0.20693829655647278, -0.023281408473849297, 0.5204293727874756]","[-0.12196319550275803, 0.01668452098965645, 0.38957545161247253]","[-0.1867007464170456, 0.011720447801053524, 0.4252743124961853]","[-0.23547473549842834, -0.08423802256584167, 0.5406859517097473]","[-0.16841308772563934, -0.0814242884516716, 0.4247535169124603]","[-0.11047851294279099, -0.03762638568878174, 0.34666943550109863]"
"[-0.0, 0.0, 0.3411184549331665]","[-0.035007018595933914, -0.010915645398199558, 0.33436301350593567]","[0.008348144590854645, 0.023705897852778435, 0.25263261795043945]","[0.1408492475748062, 0.04121509939432144, 0.08391368389129639]","[-0.006316345185041428, 0.00941572804003954, 0.3212289810180664]","[0.09387316554784775, 0.04267362132668495, 0.16129417717456818]","[0.23642157018184662, 0.049461480230093, 0.0]","[-0.09019970893859863, -0.0016782002057880163, 0.40682390332221985]","[-0.21900659799575806, -0.05424511060118675, 0.5436985492706299]","[-0.3089424967765808, -0.0739329531788826, 0.6819890737533569]","[-0.3192547559738159, -0.08200601488351822, 0.7080529928207397]","[-0.21551916003227234, -0.024461472406983376, 0.5355408191680908]","[-0.12335889041423798, 0.01686658151447773, 0.39623385667800903]","[-0.18062743544578552, 0.013395274989306927, 0.4246370494365692]","[-0.2391156554222107, -0.08591119199991226, 0.5513272285461426]","[-0.17100030183792114, -0.08350711315870285, 0.43183815479278564]","[-0.11171825975179672, -0.03891738876700401, 0.35229918360710144]"
"[-0.0, 0.0, 0.34816816449165344]","[-0.038957640528678894, -0.011847414076328278, 0.3445478677749634]","[0.02598126232624054, 0.022350680083036423, 0.24249178171157837]","[0.17271143198013306, 0.0408177487552166, 0.06477382779121399]","[-0.011879333294928074, 0.010289561934769154, 0.33346322178840637]","[0.09179797023534775, 0.04257844015955925, 0.17110773921012878]","[0.243390753865242, 0.04898599907755852, 0.0]","[-0.09569995105266571, -0.004042974207550287, 0.41701239347457886]","[-0.22097119688987732, -0.05513128265738487, 0.5502899289131165]","[-0.31242918968200684, -0.07365154474973679, 0.6963076591491699]","[-0.3242517113685608, -0.08159530907869339, 0.7265015840530396]","[-0.22122277319431305, -0.02692611701786518, 0.5452730655670166]","[-0.12191504240036011, 0.017396872863173485, 0.40187716484069824]","[-0.15503735840320587, 0.01641206070780754, 0.4061588943004608]","[-0.23665723204612732, -0.08442425727844238, 0.5547299385070801]","[-0.15482306480407715, -0.07338882237672806, 0.41963526606559753]","[-0.11245245486497879, -0.03628288209438324, 0.35994935035705566]"
"[-0.0, 0.0, 0.3439997434616089]","[-0.04059808328747749, -0.013544517569243908, 0.3395121395587921]","[0.03255566582083702, 0.02190590277314186, 0.23060227930545807]","[0.1889791190624237, 0.04172878339886665, 0.049891889095306396]","[-0.01135546900331974, 0.00929915253072977, 0.3265473544597626]","[0.07795117050409317, 0.044686440378427505, 0.18066026270389557]","[0.237455815076828, 0.049717970192432404, 0.0]","[-0.10228423774242401, -0.007042882964015007, 0.4148048758506775]","[-0.23295080661773682, -0.05803371220827103, 0.5556632280349731]","[-0.3250604271888733, -0.07728643715381622, 0.7096109986305237]","[-0.33461156487464905, -0.08426301926374435, 0.7364265322685242]","[-0.23436541855335236, -0.029976122081279755, 0.5515453815460205]","[-0.12460638582706451, 0.014899415895342827, 0.3984389007091522]","[-0.11717413365840912, 0.015900880098342896, 0.36298131942749023]","[-0.2458646297454834, -0.08491253107786179, 0.5597559809684753]","[-0.15686005353927612, -0.06986693292856216, 0.4140271544456482]","[-0.11431402713060379, -0.03392394632101059, 0.3567875325679779]"
"[-0.0, 0.0, 0.31184637546539307]","[-0.03430798277258873, -0.014610893093049526, 0.30675336718559265]","[0.05335388332605362, 0.019894884899258614, 0.18508361279964447]","[0.2302919328212738, 0.03897489979863167, 0.0]","[-0.0072501832619309425, 0.00696281623095274, 0.29648536443710327]","[0.04954943805932999, 0.04179883748292923, 0.1892215609550476]","[0.18459509313106537, 0.048843856900930405, 0.019647151231765747]","[-0.10057739168405533, -0.0070885419845581055, 0.3853773772716522]","[-0.2377857118844986, -0.05875268578529358, 0.5293453335762024]","[-0.33421507477760315, -0.07791908830404282, 0.6846762895584106]","[-0.34561559557914734, -0.08443597704172134, 0.7147630453109741]","[-0.2384520322084427, -0.031660228967666626, 0.5259603261947632]","[-0.10643047839403152, 0.014459040947258472, 0.3604865074157715]","[-0.08457598835229874, 0.013887111097574234, 0.3101227283477783]","[-0.2507461607456207, -0.08353539556264877, 0.5335726737976074]","[-0.1431093066930771, -0.054995980113744736, 0.3695942461490631]","[-0.15578466653823853, -0.04191262274980545, 0.3674578368663788]"
"[-0.0, 0.0, 0.34393635392189026]","[-0.02707470767199993, -0.01462074089795351, 0.32761573791503906]","[0.07053118944168091, 0.018894318491220474, 0.18907210230827332]","[0.2559359669685364, 0.03739837557077408, 0.0]","[-0.011589355766773224, 0.009068181738257408, 0.3233765959739685]","[0.005932983476668596, 0.04471995308995247, 0.25859883427619934]","[0.14078472554683685, 0.05696307122707367, 0.07491913437843323]","[-0.0997469499707222, -0.007116918917745352, 0.41426441073417664]","[-0.2348078042268753, -0.05857136473059654, 0.5630567073822021]","[-0.3191026747226715, -0.07769299298524857, 0.7080305814743042]","[-0.3299747407436371, -0.08424752950668335, 0.7369384765625]","[-0.2361430674791336, -0.029134433716535568, 0.5580382943153381]","[-0.12163958698511124, 0.02216373011469841, 0.4100058674812317]","[-0.09976965188980103, 0.019221574068069458, 0.353393018245697]","[-0.2460385113954544, -0.08464706689119339, 0.5682995915412903]","[-0.14733342826366425, -0.059474878013134, 0.4078728258609772]","[-0.19097161293029785, -0.058924078941345215, 0.43995678424835205]"
"[-0.0, 0.0, 0.36726275086402893]","[-0.028850525617599487, -0.012816458940505981, 0.34933415055274963]","[0.0821150541305542, 0.017904281616210938, 0.1897878348827362]","[0.26135730743408203, 0.03720130771398544, 0.0]","[-0.016997497528791428, 0.013981874100863934, 0.34585002064704895]","[-0.0074898069724440575, 0.04810912907123566, 0.2895359992980957]","[0.11935412883758545, 0.06719957292079926, 0.112454354763031]","[-0.09294476360082626, -0.004455978516489267, 0.4311349391937256]","[-0.21690985560417175, -0.05442944914102554, 0.5697470903396606]","[-0.2992069125175476, -0.0747823491692543, 0.7095472812652588]","[-0.3096032738685608, -0.08179954439401627, 0.7375278472900391]","[-0.20963060855865479, -0.023216815665364265, 0.5544940829277039]","[-0.12788647413253784, 0.02790677919983864, 0.4405219256877899]","[-0.07171856611967087, 0.019046630710363388, 0.3532595634460449]","[-0.23395703732967377, -0.08257613331079483, 0.5839265584945679]","[-0.1492970585823059, -0.0612553134560585, 0.43816906213760376]","[-0.20194171369075775, -0.06582579016685486, 0.48350414633750916]"
"[-0.0, 0.0, 0.3661459982395172]","[-0.030256835743784904, -0.010676372796297073, 0.351065993309021]","[0.08474261313676834, 0.017246589064598083, 0.18669335544109344]","[0.2557171583175659, 0.03669152781367302, 0.0]","[-0.01591314747929573, 0.014460425823926926, 0.34587207436561584]","[-0.004090637434273958, 0.0475923977792263, 0.28684669733047485]","[0.11103039234876633, 0.07005410641431808, 0.1265208125114441]","[-0.09075500816106796, -0.002851100405678153, 0.43012890219688416]","[-0.2124721109867096, -0.051934126764535904, 0.5659634470939636]","[-0.29593995213508606, -0.07310470938682556, 0.7042891383171082]","[-0.3059619069099426, -0.08017268031835556, 0.7313928604125977]","[-0.19725866615772247, -0.0208241306245327, 0.5417507886886597]","[-0.11169775575399399, 0.027525020763278008, 0.425068736076355]","[-0.06747253239154816, 0.019054174423217773, 0.3506574034690857]","[-0.2355114072561264, -0.08017245680093765, 0.5886983275413513]","[-0.1599501371383667, -0.06304065883159637, 0.45131975412368774]","[-0.17958685755729675, -0.05276423320174217, 0.45980972051620483]"
"[-0.0, 0.0, 0.3440614640712738]","[-0.038734983652830124, -0.0090287821367383, 0.3355582356452942]","[0.07081970572471619, 0.021810656413435936, 0.18417760729789734]","[0.23331494629383087, 0.03713580220937729, 0.0]","[-0.013868468813598156, 0.010960141196846962, 0.3217312693595886]","[0.009082641452550888, 0.047090061008930206, 0.25347059965133667]","[0.1320515125989914, 0.06916338950395584, 0.09666608273983002]","[-0.09935449063777924, -0.006637268699705601, 0.41078513860702515]","[-0.22738103568553925, -0.05528644472360611, 0.5516505837440491]","[-0.31955310702323914, -0.07796654105186462, 0.7067192792892456]","[-0.3281688094139099, -0.08413141220808029, 0.7315524220466614]","[-0.2037568986415863, -0.029568197205662727, 0.5167906284332275]","[-0.07411645352840424, 0.004848893266171217, 0.35181793570518494]","[-0.09042608737945557, 0.012539617717266083, 0.33925190567970276]","[-0.2556847035884857, -0.08110231906175613, 0.5846275091171265]","[-0.18035198748111725, -0.06337938457727432, 0.4469660520553589]","[-0.10733343660831451, -0.02534247189760208, 0.35687652230262756]"
"[-0.0, 0.0, 0.30376482009887695]","[-0.042547546327114105, -0.0076707457192242146, 0.3002753257751465]","[0.05377691611647606, 0.02752692438662052, 0.16763053834438324]","[0.18473279476165771, 0.03470723703503609, 0.0]","[-0.008410949259996414, 0.008788335137069225, 0.2804962694644928]","[0.03960913047194481, 0.04972493648529053, 0.18228751420974731]","[0.16589806973934174, 0.06329640001058578, 0.0319749116897583]","[-0.09652795642614365, -0.006990739144384861, 0.36848363280296326]","[-0.22524823248386383, -0.05622726306319237, 0.5045884847640991]","[-0.32771947979927063, -0.0783565565943718, 0.6680270433425903]","[-0.3394932746887207, -0.08515366911888123, 0.6987795829772949]","[-0.19450139999389648, -0.03114105947315693, 0.4667952060699463]","[-0.07359283417463303, 0.0014218207215890288, 0.31035465002059937]","[-0.060212280601263046, 0.008158443495631218, 0.2716037631034851]","[-0.26115208864212036, -0.08135852217674255, 0.5413716435432434]","[-0.18319402635097504, -0.06258419156074524, 0.40482813119888306]","[-0.08008074760437012, -0.02005450613796711, 0.2882923483848572]"
"[-0.0, 0.0, 0.29327690601348877]","[-0.041893552988767624, -0.008931636810302734, 0.2977166175842285]","[0.03493817150592804, 0.02683798037469387, 0.189410999417305]","[0.1380157470703125, 0.029896333813667297, 0.046782031655311584]","[-0.0027750853914767504, 0.006080041639506817, 0.27783623337745667]","[0.06622833013534546, 0.04242042452096939, 0.15707463026046753]","[0.21066321432590485, 0.05278906598687172, 0.0]","[-0.09074719250202179, -0.0054378993809223175, 0.3628304898738861]","[-0.21940936148166656, -0.054580122232437134, 0.4941180348396301]","[-0.3320094048976898, -0.07618702948093414, 0.6598509550094604]","[-0.3430485725402832, -0.08397527784109116, 0.6862196922302246]","[-0.1934686303138733, -0.030278434976935387, 0.46556198596954346]","[-0.08020929247140884, 0.0002902125124819577, 0.3144795298576355]","[-0.07238226383924484, 0.007282160222530365, 0.2798907458782196]","[-0.2561030387878418, -0.08150049299001694, 0.5230699777603149]","[-0.1688157320022583, -0.06124906614422798, 0.380018949508667]","[-0.059188537299633026, -0.023321373388171196, 0.2601262629032135]"
"[-0.0, 0.0, 0.3696986138820648]","[-0.040123350918293, -0.012263517826795578, 0.36276775598526]","[-0.03884558007121086, 0.024265766143798828, 0.3115774691104889]","[0.057803161442279816, 0.04729928821325302, 0.19326184689998627]","[-0.0026224975008517504, 0.0056717973202466965, 0.3436467945575714]","[0.12995319068431854, 0.040967926383018494, 0.1503443717956543]","[0.283662348985672, 0.04633834958076477, 0.0]","[-0.08668658137321472, -0.001942909904755652, 0.43049317598342896]","[-0.2105305790901184, -0.05327697470784187, 0.5618081092834473]","[-0.30548426508903503, -0.075210802257061, 0.7055466771125793]","[-0.31825438141822815, -0.08392403274774551, 0.735995352268219]","[-0.1899995654821396, -0.0216197669506073, 0.5361412763595581]","[-0.124594546854496, 0.016695916652679443, 0.41852888464927673]","[-0.21983911097049713, 0.007246541790664196, 0.5041294693946838]","[-0.24352838099002838, -0.08773649483919144, 0.5865177512168884]","[-0.20912756025791168, -0.09910959005355835, 0.501335859298706]","[-0.09471069276332855, -0.042276207357645035, 0.361905038356781]"
"[-0.0, 0.0, 0.3784303069114685]","[-0.03989166393876076, -0.011479295790195465, 0.36800166964530945]","[-0.03776489198207855, 0.025494152680039406, 0.31607717275619507]","[0.05533062666654587, 0.05205601453781128, 0.2032882124185562]","[-0.0039014893118292093, 0.007128646597266197, 0.34961652755737305]","[0.12707489728927612, 0.04313663765788078, 0.15587256848812103]","[0.2848307192325592, 0.047129806131124496, 0.0]","[-0.08871044963598251, -0.0023204677272588015, 0.43738117814064026]","[-0.21316424012184143, -0.05380747839808464, 0.5717926025390625]","[-0.3031618595123291, -0.0756337121129036, 0.7117742896080017]","[-0.3146415948867798, -0.0838342234492302, 0.7406488656997681]","[-0.19598345458507538, -0.0220454353839159, 0.5481415390968323]","[-0.12686559557914734, 0.017394524067640305, 0.427825391292572]","[-0.2129344493150711, 0.009120487608015537, 0.5039072036743164]","[-0.2430049479007721, -0.08808853477239609, 0.5941004157066345]","[-0.21013598144054413, -0.10020861029624939, 0.5102991461753845]","[-0.09615624696016312, -0.04069221392273903, 0.3693697452545166]"
