0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
"[-0.0, 0.0, 0.3720111548900604]","[-0.04772387817502022, -0.0063063595443964005, 0.37288036942481995]","[-0.0006591796991415322, 0.030711131170392036, 0.28507083654403687]","[0.10510846227407455, 0.059473101049661636, 0.14236661791801453]","[-0.007472045719623566, 0.013261567801237106, 0.349526971578598]","[0.12779992818832397, 0.050738729536533356, 0.14337535202503204]","[0.26097387075424194, 0.0556776337325573, 0.0]","[-0.0884002074599266, -0.004446359816938639, 0.4346824884414673]","[-0.20365667343139648, -0.05446869134902954, 0.5637578964233398]","[-0.30555468797683716, -0.08129684627056122, 0.7261257171630859]","[-0.3128536343574524, -0.08856476098299026, 0.7469024658203125]","[-0.17833691835403442, -0.025544168427586555, 0.5309039354324341]","[-0.05725756660103798, 0.00272553414106369, 0.36599162220954895]","[-0.043326783925294876, 0.010194926522672176, 0.32301780581474304]","[-0.24211987853050232, -0.08461189270019531, 0.5977109670639038]","[-0.19333776831626892, -0.07700832933187485, 0.4948159456253052]","[-0.09916283935308456, -0.02487083151936531, 0.3763560652732849]"
"[-0.0, 0.0, 0.36824578046798706]","[-0.050346557050943375, -0.007022685371339321, 0.3749028742313385]","[0.006618408020585775, 0.030553476884961128, 0.27825433015823364]","[0.10425231605768204, 0.06044035777449608, 0.14499615132808685]","[-0.011364379897713661, 0.012790853157639503, 0.352422297000885]","[0.11981701850891113, 0.04930206388235092, 0.15046648681163788]","[0.251919686794281, 0.05516010895371437, 0.0]","[-0.09249261766672134, -0.005726177711039782, 0.4370005428791046]","[-0.20456384122371674, -0.054064877331256866, 0.5643364787101746]","[-0.302511602640152, -0.07989177107810974, 0.7210204601287842]","[-0.30877721309661865, -0.08715538680553436, 0.7398428916931152]","[-0.1817954033613205, -0.02695513144135475, 0.5329310894012451]","[-0.056869689375162125, 3.5200595448259264e-05, 0.3646220564842224]","[-0.025754455476999283, 0.001766999950632453, 0.3021830916404724]","[-0.2405034750699997, -0.08282563835382462, 0.5968163013458252]","[-0.18818506598472595, -0.07320266216993332, 0.48871099948883057]","[-0.09968750178813934, -0.02567916549742222, 0.3761652112007141]"
"[-0.0, 0.0, 0.32362860441207886]","[-0.05125488340854645, -0.0014455356867983937, 0.3295009732246399]","[0.009493469260632992, 0.02946941740810871, 0.23779523372650146]","[0.09888989478349686, 0.049941811710596085, 0.12427301704883575]","[-0.012732238508760929, 0.01110659446567297, 0.30549156665802]","[0.08819488435983658, 0.0407554991543293, 0.1518002301454544]","[0.2204332947731018, 0.04484325274825096, 0.0]","[-0.08289306610822678, 0.0017819316126406193, 0.37761518359184265]","[-0.18466594815254211, -0.04218010604381561, 0.47878754138946533]","[-0.29951733350753784, -0.06709485501050949, 0.6299043893814087]","[-0.30896350741386414, -0.07438766956329346, 0.6535148620605469]","[-0.16054822504520416, -0.021295879036188126, 0.44872260093688965]","[-0.06138037145137787, 0.0004529757425189018, 0.3180069029331207]","[-0.047369323670864105, 0.0037612805608659983, 0.28166234493255615]","[-0.2231341004371643, -0.06718508899211884, 0.5085048079490662]","[-0.17382964491844177, -0.05102884769439697, 0.4170369803905487]","[-0.097769595682621, -0.017420727759599686, 0.3275773823261261]"
"[-0.0, 0.0, 0.3772125244140625]","[-0.04881872609257698, -0.0067753964103758335, 0.38198670744895935]","[0.029903320595622063, 0.030741436406970024, 0.26309552788734436]","[0.15177398920059204, 0.055089741945266724, 0.10533183813095093]","[-0.011858520098030567, 0.014572656713426113, 0.3605211675167084]","[0.11885833740234375, 0.04870279133319855, 0.15911364555358887]","[0.25519609451293945, 0.05449769273400307, 0.0]","[-0.09297998249530792, -0.006568701937794685, 0.4456060230731964]","[-0.20454394817352295, -0.053888339549303055, 0.5729060173034668]","[-0.3027438819408417, -0.07934470474720001, 0.7333639860153198]","[-0.3070763051509857, -0.0858030766248703, 0.7493225336074829]","[-0.19047796726226807, -0.02794600836932659, 0.5509887933731079]","[-0.059124451130628586, 0.006877013016492128, 0.38472917675971985]","[-0.06871215999126434, 0.015232784673571587, 0.36141887307167053]","[-0.23109228909015656, -0.07906536757946014, 0.5954413414001465]","[-0.15168170630931854, -0.05683639645576477, 0.4575285017490387]","[-0.0747435912489891, -0.016399260610342026, 0.36172693967819214]"
"[-0.0, 0.0, 0.3690185546875]","[-0.05064740031957626, -0.008232534863054752, 0.3760298490524292]","[0.033570799976587296, 0.031262580305337906, 0.2528444826602936]","[0.15905462205410004, 0.05438488721847534, 0.09251624345779419]","[-0.012578613124787807, 0.013546299189329147, 0.35392457246780396]","[0.11733923107385635, 0.04955100640654564, 0.1558411866426468]","[0.24845653772354126, 0.055493418127298355, 0.0]","[-0.09479901194572449, -0.007847881875932217, 0.4393865466117859]","[-0.20742273330688477, -0.05506173521280289, 0.5670206546783447]","[-0.3072398602962494, -0.08126474171876907, 0.7287567853927612]","[-0.3133173882961273, -0.08774257451295853, 0.747846245765686]","[-0.1944027692079544, -0.03022884391248226, 0.5471619367599487]","[-0.06035638600587845, 0.004676656797528267, 0.38057300448417664]","[-0.03390771523118019, 0.0055473013781011105, 0.3216792047023773]","[-0.23275867104530334, -0.07886432111263275, 0.5877547860145569]","[-0.14975836873054504, -0.054653365164995193, 0.4469960033893585]","[-0.08035412430763245, -0.01689617894589901, 0.36020904779434204]"
"[-0.0, 0.0, 0.3269684910774231]","[-0.04615148901939392, -0.011069838888943195, 0.3301001489162445]","[0.048382505774497986, 0.029678774997591972, 0.1980290412902832]","[0.1784643530845642, 0.04833751916885376, 0.04056662321090698]","[-0.009768127463757992, 0.008121155202388763, 0.30913543701171875]","[0.08507934212684631, 0.04564748331904411, 0.15534543991088867]","[0.20904450118541718, 0.05356535315513611, 0.0]","[-0.0942060574889183, -0.008168631233274937, 0.3976633548736572]","[-0.21873681247234344, -0.057578444480895996, 0.5325631499290466]","[-0.3198832869529724, -0.08262389153242111, 0.6888800859451294]","[-0.32706883549690247, -0.08865617215633392, 0.7092444896697998]","[-0.19332177937030792, -0.0319390632212162, 0.5044078826904297]","[-0.0592033676803112, -0.0017864138353616, 0.34878283739089966]","[0.006577087566256523, -0.01948178932070732, 0.23703458905220032]","[-0.25251904129981995, -0.08098170906305313, 0.5604043006896973]","[-0.1887778341770172, -0.06444045901298523, 0.43902987241744995]","[-0.14466167986392975, -0.0353626012802124, 0.37614408135414124]"
"[-0.0, 0.0, 0.3195609152317047]","[-0.04351452738046646, -0.009921245276927948, 0.3186284303665161]","[0.0741976946592331, 0.027852900326251984, 0.1580236852169037]","[0.21141332387924194, 0.04521280154585838, 0.0]","[-0.008873107843101025, 0.008960745297372341, 0.2983972132205963]","[0.055801939219236374, 0.046320296823978424, 0.17606627941131592]","[0.1635766625404358, 0.059112660586833954, 0.03393468260765076]","[-0.08641577512025833, -0.00422845920547843, 0.38373863697052]","[-0.20722870528697968, -0.05496036633849144, 0.5118258595466614]","[-0.3075595796108246, -0.08100438117980957, 0.6601134538650513]","[-0.3116236627101898, -0.08727853000164032, 0.6756912469863892]","[-0.18281182646751404, -0.02785065583884716, 0.4876386523246765]","[-0.07373352348804474, 0.009021805599331856, 0.3613165318965912]","[0.0054078977555036545, -0.01955324225127697, 0.23847314715385437]","[-0.24095244705677032, -0.07792136818170547, 0.5361831188201904]","[-0.1529378592967987, -0.049347348511219025, 0.3926697373390198]","[-0.19354742765426636, -0.05551400035619736, 0.4155731499195099]"
"[-0.0, 0.0, 0.319833368062973]","[-0.04142571985721588, -0.006199543830007315, 0.3194478750228882]","[0.07317181676626205, 0.026294974610209465, 0.1603892743587494]","[0.20954132080078125, 0.042535364627838135, 0.0]","[-0.008934509009122849, 0.009766780771315098, 0.29892051219940186]","[0.033204834908246994, 0.0460023395717144, 0.20397338271141052]","[0.11230260878801346, 0.0663067176938057, 0.09215196967124939]","[-0.0805671364068985, -0.0013969105202704668, 0.3811190724372864]","[-0.19619329273700714, -0.0506787970662117, 0.5045453310012817]","[-0.29614683985710144, -0.07721614837646484, 0.6471818685531616]","[-0.3005211055278778, -0.08336584270000458, 0.6636456847190857]","[-0.16443468630313873, -0.023814484477043152, 0.4722263813018799]","[-0.07235870510339737, 0.00870088767260313, 0.3561856746673584]","[0.0029711914248764515, -0.018358886241912842, 0.24084123969078064]","[-0.23751793801784515, -0.0756755992770195, 0.5372156500816345]","[-0.16531860828399658, -0.05239839106798172, 0.409885972738266]","[-0.15968725085258484, -0.04018528014421463, 0.3856416642665863]"
"[-0.0, 0.0, 0.30878862738609314]","[-0.043681029230356216, -0.00413554348051548, 0.31388482451438904]","[0.06056896969676018, 0.02486250177025795, 0.1670028567314148]","[0.19888463616371155, 0.041119284927845, 0.0]","[-0.009934326633810997, 0.009446214884519577, 0.29168882966041565]","[0.021608643233776093, 0.04445592314004898, 0.21052654087543488]","[0.08579705655574799, 0.06939047574996948, 0.11955413222312927]","[-0.08120886236429214, -0.0015985711943358183, 0.372860312461853]","[-0.19395971298217773, -0.04924054071307182, 0.4953562021255493]","[-0.2903836667537689, -0.07583554089069366, 0.6327770948410034]","[-0.29123973846435547, -0.08133965730667114, 0.6441798210144043]","[-0.1570904552936554, -0.024505749344825745, 0.4582592248916626]","[-0.055861879140138626, -0.00284006935544312, 0.32412102818489075]","[0.0067295534536242485, -0.0203273706138134, 0.22474798560142517]","[-0.23838427662849426, -0.07368636876344681, 0.5333884954452515]","[-0.15316632390022278, -0.04569804668426514, 0.39073634147644043]","[-0.13628259301185608, -0.03159496933221817, 0.3553215265274048]"
"[-0.0, 0.0, 0.27765318751335144]","[-0.04049987718462944, -0.003973495680838823, 0.27633801102638245]","[0.054115235805511475, 0.024661989882588387, 0.147859126329422]","[0.17750957608222961, 0.03624456748366356, 0.0]","[-0.00819244422018528, 0.005360641051083803, 0.2544972896575928]","[0.010179748758673668, 0.04212306812405586, 0.1932724416255951]","[0.07839074730873108, 0.0627349242568016, 0.10438328981399536]","[-0.08126513659954071, -0.0020145096350461245, 0.3348555862903595]","[-0.20126543939113617, -0.05059473216533661, 0.4570199251174927]","[-0.3134365379810333, -0.07846363633871078, 0.6114335060119629]","[-0.32137951254844666, -0.08357411623001099, 0.6327168941497803]","[-0.156082883477211, -0.030399467796087265, 0.4140304923057556]","[-0.04557342454791069, -0.021413208916783333, 0.2704622149467468]","[0.017256347462534904, -0.02963007055222988, 0.16926902532577515]","[-0.2512889504432678, -0.07447341829538345, 0.49975353479385376]","[-0.17847058176994324, -0.04973100870847702, 0.37420985102653503]","[-0.1551608294248581, -0.036866720765829086, 0.3336111307144165]"
"[-0.0, 0.0, 0.2588740885257721]","[-0.042906492948532104, -0.004300765227526426, 0.25970178842544556]","[0.057299986481666565, 0.028863195329904556, 0.12850640714168549]","[0.1622164249420166, 0.038843292742967606, 0.0]","[-0.006341308820992708, 0.0034226826392114162, 0.2398708462715149]","[0.0317305289208889, 0.042817216366529465, 0.15341046452522278]","[0.10818731784820557, 0.05830933153629303, 0.05476202070713043]","[-0.08154803514480591, -0.0008922078413888812, 0.3165414333343506]","[-0.2021757811307907, -0.05124090984463692, 0.43670928478240967]","[-0.3124958574771881, -0.07845230400562286, 0.5829263925552368]","[-0.3199847340583801, -0.08322439342737198, 0.6026545763015747]","[-0.15638244152069092, -0.03089284524321556, 0.39571747183799744]","[-0.03223242238163948, -0.029673824086785316, 0.23600800335407257]","[0.024068176746368408, -0.030909504741430283, 0.14314685761928558]","[-0.25739672780036926, -0.07596493512392044, 0.47960156202316284]","[-0.1689099669456482, -0.044448401778936386, 0.3424476683139801]","[-0.13472723960876465, -0.02798832394182682, 0.29453468322753906]"
