0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
"[-0.0, 0.0, 0.305023729801178]","[-0.038506776094436646, -0.006292891688644886, 0.3003668189048767]","[0.05033184960484505, 0.029698241502046585, 0.17445354163646698]","[0.16205920279026031, 0.050649091601371765, 0.04308360815048218]","[-0.0007800903404131532, 0.008434177376329899, 0.2783641815185547]","[0.07286718487739563, 0.046595633029937744, 0.14815787971019745]","[0.19358289241790771, 0.05343024432659149, 0.0]","[-0.08569873124361038, -0.0030066324397921562, 0.36496374011039734]","[-0.2174929827451706, -0.05603472515940666, 0.5012848973274231]","[-0.31736597418785095, -0.07642365992069244, 0.6429097652435303]","[-0.33253931999206543, -0.08416230231523514, 0.6770468950271606]","[-0.18847393989562988, -0.0279350858181715, 0.4729994535446167]","[-0.08688708394765854, 0.004907647613435984, 0.32826560735702515]","[-0.05540112406015396, 0.0088500352576375, 0.27057427167892456]","[-0.2575262486934662, -0.0827653780579567, 0.5308114290237427]","[-0.17353491485118866, -0.05998196452856064, 0.3944243788719177]","[-0.06676513701677322, -0.01801479607820511, 0.27660924196243286]"
"[-0.0, 0.0, 0.2887645959854126]","[-0.03850427269935608, -0.006929202936589718, 0.28550368547439575]","[0.05682434141635895, 0.02934986725449562, 0.15399573743343353]","[0.1734091192483902, 0.0498148649930954, 0.02058473229408264]","[-0.0003923339827451855, 0.007421227637678385, 0.2652376890182495]","[0.06706799566745758, 0.04598769545555115, 0.14147479832172394]","[0.17972716689109802, 0.05434368923306465, 0.0]","[-0.0868145152926445, -0.003581484779715538, 0.35102441906929016]","[-0.22078357636928558, -0.057195842266082764, 0.4889187812805176]","[-0.3228156864643097, -0.07747035473585129, 0.6334155797958374]","[-0.33717748522758484, -0.08511041104793549, 0.6658643484115601]","[-0.18979516625404358, -0.029430808499455452, 0.46012938022613525]","[-0.08125494420528412, 0.0012207037070766091, 0.3088255822658539]","[-0.04350421205163002, 0.00494971452280879, 0.24277472496032715]","[-0.26196229457855225, -0.08351334929466248, 0.5194475054740906]","[-0.17191046476364136, -0.05868082866072655, 0.3761332631111145]","[-0.06801251322031021, -0.017958752810955048, 0.2622554898262024]"
"[-0.0, 0.0, 0.2801685929298401]","[-0.03897973522543907, -0.009330369532108307, 0.27976149320602417]","[0.05871814116835594, 0.028688620775938034, 0.14697803556919098]","[0.1856207251548767, 0.04962273687124252, 0.006260037422180176]","[-0.0005982666043564677, 0.006290460471063852, 0.2622714340686798]","[0.061056822538375854, 0.04511985555291176, 0.14413678646087646]","[0.18102037906646729, 0.05598340928554535, 0.0]","[-0.0885450467467308, -0.005287110805511475, 0.3469698429107666]","[-0.22465313971042633, -0.06006113439798355, 0.48674046993255615]","[-0.329995721578598, -0.08119302242994308, 0.6364917755126953]","[-0.34434962272644043, -0.08847254514694214, 0.6684970259666443]","[-0.19283007085323334, -0.03237566351890564, 0.45961427688598633]","[-0.06740307807922363, -0.006735972594469786, 0.2928505539894104]","[-0.023249084129929543, -0.004294920712709427, 0.2151334285736084]","[-0.26701074838638306, -0.0861189216375351, 0.5170553922653198]","[-0.15995104610919952, -0.055006492882966995, 0.3556571900844574]","[-0.06172472983598709, -0.016991758719086647, 0.24883003532886505]"
"[-0.0, 0.0, 0.2740314304828644]","[-0.04072912782430649, -0.011459607630968094, 0.27533575892448425]","[0.06092517077922821, 0.02723873034119606, 0.1402607411146164]","[0.18721453845500946, 0.048128653317689896, 0.0]","[-0.002773681655526161, 0.0030502453446388245, 0.2573009133338928]","[0.051900818943977356, 0.042598940432071686, 0.1486406773328781]","[0.15749914944171906, 0.058036092668771744, 0.019393235445022583]","[-0.09518542140722275, -0.008752869442105293, 0.3451756536960602]","[-0.23379449546337128, -0.06261907517910004, 0.4890093207359314]","[-0.3398831784725189, -0.08531886339187622, 0.645716667175293]","[-0.34908604621887207, -0.09068094938993454, 0.6682826280593872]","[-0.2035847157239914, -0.03975972160696983, 0.462743878364563]","[-0.05778881907463074, -0.018966980278491974, 0.28015393018722534]","[0.009804077446460724, -0.022638939321041107, 0.17404863238334656]","[-0.27298644185066223, -0.08632560819387436, 0.5183901786804199]","[-0.16661980748176575, -0.05716264992952347, 0.3543424904346466]","[-0.07265124469995499, -0.020917583256959915, 0.25229981541633606]"
"[-0.0, 0.0, 0.28560760617256165]","[-0.043206483125686646, -0.01294031273573637, 0.2918047606945038]","[0.06571057438850403, 0.024871954694390297, 0.14731109142303467]","[0.1974593549966812, 0.046667054295539856, 0.0]","[-0.004789611790329218, 0.002530392026528716, 0.27007874846458435]","[0.0331353135406971, 0.03987305983901024, 0.18117621541023254]","[0.13308800756931305, 0.060377515852451324, 0.05260650813579559]","[-0.09801812469959259, -0.010593652725219727, 0.36195534467697144]","[-0.23270922899246216, -0.06195627525448799, 0.5062465071678162]","[-0.32889795303344727, -0.08352275937795639, 0.6503560543060303]","[-0.3352692723274231, -0.08852935582399368, 0.6686469316482544]","[-0.20577295124530792, -0.041460298001766205, 0.4796850085258484]","[-0.060268983244895935, -0.019735146313905716, 0.30021241307258606]","[0.024641234427690506, -0.028058333322405815, 0.1741998940706253]","[-0.2680988907814026, -0.0842878445982933, 0.535085916519165]","[-0.1659277379512787, -0.05755661800503731, 0.37094366550445557]","[-0.07696777582168579, -0.022422488778829575, 0.27182629704475403]"
"[-0.0, 0.0, 0.2973349690437317]","[-0.043527282774448395, -0.014654314145445824, 0.3043765425682068]","[0.06858636438846588, 0.02391052432358265, 0.15569080412387848]","[0.20873193442821503, 0.04644814133644104, 0.0]","[-0.006400696001946926, 0.0018870537169277668, 0.28321704268455505]","[0.02383258007466793, 0.03756125271320343, 0.2029646635055542]","[0.1163347139954567, 0.06400147825479507, 0.08185254037380219]","[-0.10386596620082855, -0.013827000744640827, 0.37912824749946594]","[-0.23991717398166656, -0.06490391492843628, 0.5299013257026672]","[-0.3303033411502838, -0.08606459200382233, 0.6729856133460999]","[-0.3370823860168457, -0.0905231311917305, 0.6923364996910095]","[-0.21823912858963013, -0.046157218515872955, 0.5070126056671143]","[-0.058089904487133026, -0.02205568738281727, 0.31313177943229675]","[0.03077710047364235, -0.030771497637033463, 0.18425025045871735]","[-0.26953941583633423, -0.0862339660525322, 0.5552839040756226]","[-0.162674680352211, -0.05835098773241043, 0.38178491592407227]","[-0.07896185666322708, -0.023845724761486053, 0.2864803075790405]"
"[-0.0, 0.0, 0.29701414704322815]","[-0.043563783168792725, -0.013502013869583607, 0.3026750385761261]","[0.06937878578901291, 0.02268766611814499, 0.15454772114753723]","[0.20926214754581451, 0.04374868795275688, 0.0]","[-0.008123474195599556, 0.0020724537316709757, 0.28189781308174133]","[0.018206726759672165, 0.03703441098332405, 0.20841576159000397]","[0.10303552448749542, 0.06348513811826706, 0.09621623158454895]","[-0.10258160531520844, -0.0116944070905447, 0.37530410289764404]","[-0.23646490275859833, -0.06154830381274223, 0.5204903483390808]","[-0.3239519000053406, -0.08240044862031937, 0.6543339490890503]","[-0.3317556083202362, -0.0871274545788765, 0.6756271123886108]","[-0.21839281916618347, -0.04387588053941727, 0.49878978729248047]","[-0.06525304913520813, -0.018450019881129265, 0.31777068972587585]","[0.026902955025434494, -0.03159293532371521, 0.19000589847564697]","[-0.26350367069244385, -0.08254045248031616, 0.5435888767242432]","[-0.1679813265800476, -0.0575430803000927, 0.3861469626426697]","[-0.08998119831085205, -0.024252982810139656, 0.2957989275455475]"
"[-0.0, 0.0, 0.30758166313171387]","[-0.04275750741362572, -0.014657444320619106, 0.31296753883361816]","[0.07301263511180878, 0.022994358092546463, 0.16023223102092743]","[0.2177709937095642, 0.044772736728191376, 0.0]","[-0.0098573612049222, 0.0026879734359681606, 0.2954944968223572]","[0.018009888008236885, 0.03710751235485077, 0.21879027783870697]","[0.1120220348238945, 0.06419192254543304, 0.09433837234973907]","[-0.10464733839035034, -0.013288447633385658, 0.3891390264034271]","[-0.23867200314998627, -0.06376001238822937, 0.5377418398857117]","[-0.32677820324897766, -0.08538538962602615, 0.6773289442062378]","[-0.3341381847858429, -0.09037374705076218, 0.6978802680969238]","[-0.22036206722259521, -0.04454556852579117, 0.5156760811805725]","[-0.060447387397289276, -0.017787471413612366, 0.3266395330429077]","[0.02914135716855526, -0.030786827206611633, 0.20107220113277435]","[-0.2660145163536072, -0.08559820055961609, 0.5615671873092651]","[-0.16403533518314362, -0.05842136591672897, 0.3938138782978058]","[-0.09075378626585007, -0.025994908064603806, 0.306671142578125]"
"[-0.0, 0.0, 0.31750842928886414]","[-0.04047674685716629, -0.01553400233387947, 0.32136157155036926]","[0.06851880252361298, 0.022808734327554703, 0.17290472984313965]","[0.22361132502555847, 0.04630347713828087, 0.0]","[-0.008962036110460758, 0.004087425302714109, 0.3045191168785095]","[0.019849365577101707, 0.03877200931310654, 0.2249494045972824]","[0.12834356725215912, 0.06554922461509705, 0.08366253972053528]","[-0.1065678745508194, -0.014455147087574005, 0.4026568531990051]","[-0.24429479241371155, -0.06609116494655609, 0.5604966282844543]","[-0.3269805908203125, -0.08752700686454773, 0.6973274946212769]","[-0.3335680067539215, -0.0922507792711258, 0.7165799140930176]","[-0.22369495034217834, -0.04333110153675079, 0.5364369750022888]","[-0.0657954066991806, -0.012986463494598866, 0.34432265162467957]","[0.021222107112407684, -0.027548443526029587, 0.21887701749801636]","[-0.2730332016944885, -0.0894216001033783, 0.5866767764091492]","[-0.17178869247436523, -0.06446865946054459, 0.4126532971858978]","[-0.09321154654026031, -0.028301017358899117, 0.3181602358818054]"
"[-0.0, 0.0, 0.3026905655860901]","[-0.0405501089990139, -0.01404610089957714, 0.3076459467411041]","[0.05893786624073982, 0.023655060678720474, 0.1719525307416916]","[0.21259735524654388, 0.044078048318624496, 0.0]","[-0.007324584759771824, 0.0034316747914999723, 0.29083338379859924]","[0.029235657304525375, 0.040035348385572433, 0.2034246325492859]","[0.13970935344696045, 0.06179606914520264, 0.06401783227920532]","[-0.10205505043268204, -0.011148695833981037, 0.3838084638118744]","[-0.23898352682590485, -0.06206369027495384, 0.5332431793212891]","[-0.3272899091243744, -0.08373823761940002, 0.6699970364570618]","[-0.3326576054096222, -0.08882764726877213, 0.6865488886833191]","[-0.21218132972717285, -0.03941463679075241, 0.5035672783851624]","[-0.06443633884191513, -0.01458166353404522, 0.3227357268333435]","[0.018833313137292862, -0.02624845877289772, 0.20146462321281433]","[-0.27349305152893066, -0.08562176674604416, 0.5642929077148438]","[-0.17441529035568237, -0.06144297495484352, 0.3982710838317871]","[-0.09055603295564651, -0.02608797512948513, 0.3010116219520569]"
