0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
"[-0.0, 0.0, 0.2806045413017273]","[-0.031161682680249214, -0.0126561988145113, 0.2622546851634979]","[0.046554259955883026, 0.01672341115772724, 0.1592303365468979]","[0.17211541533470154, 0.0364755243062973, 0.02136331796646118]","[-0.0017330932896584272, 0.001092305639758706, 0.24289165437221527]","[0.05375451594591141, 0.03458041697740555, 0.1498035192489624]","[0.17934033274650574, 0.043895017355680466, 0.0]","[-0.10715722292661667, -0.010976611636579037, 0.34536105394363403]","[-0.2642158269882202, -0.0615503191947937, 0.5052683353424072]","[-0.36867064237594604, -0.08078763633966446, 0.678230345249176]","[-0.37702038884162903, -0.08605336397886276, 0.7013448476791382]","[-0.2624226212501526, -0.03940727189183235, 0.503437340259552]","[-0.12504644691944122, 0.008137472905218601, 0.3411613702774048]","[-0.09615063667297363, 0.006137876771390438, 0.2791997492313385]","[-0.2724764347076416, -0.08155354857444763, 0.5072007775306702]","[-0.16001740097999573, -0.055269867181777954, 0.34064939618110657]","[-0.15241070091724396, -0.04043608158826828, 0.3172301650047302]"
"[-0.0, 0.0, 0.2803783714771271]","[-0.02994256652891636, -0.011559968814253807, 0.26557058095932007]","[0.06254876405000687, 0.01781516708433628, 0.1452573984861374]","[0.19979821145534515, 0.03774859383702278, 0.0]","[-0.0019856567960232496, 0.0032168130856007338, 0.2482476383447647]","[0.04225323349237442, 0.035269077867269516, 0.1644049882888794]","[0.14546826481819153, 0.04735734313726425, 0.024859696626663208]","[-0.1011962890625, -0.008371865376830101, 0.3465764820575714]","[-0.2529893219470978, -0.05996621772646904, 0.5021658539772034]","[-0.35771214962005615, -0.08084192126989365, 0.6679478287696838]","[-0.36611059308052063, -0.08609650284051895, 0.6910348534584045]","[-0.24947278201580048, -0.03640041872859001, 0.4997520446777344]","[-0.11617395281791687, 0.012358007952570915, 0.34183576703071594]","[-0.09140270948410034, 0.009346630424261093, 0.2831250727176666]","[-0.2644360363483429, -0.08131382614374161, 0.5053104162216187]","[-0.151936337351799, -0.05193110182881355, 0.33878564834594727]","[-0.14422833919525146, -0.03745746240019798, 0.3148595094680786]"
"[-0.0, 0.0, 0.297152042388916]","[-0.026753662154078484, -0.010050742886960506, 0.283606618642807]","[0.08171398937702179, 0.019674884155392647, 0.1430584192276001]","[0.21848376095294952, 0.03864232450723648, 0.0]","[-0.00439221179112792, 0.005140439607203007, 0.27169910073280334]","[0.016843261197209358, 0.03570910543203354, 0.20932696759700775]","[0.09890496730804443, 0.05396304652094841, 0.08419904112815857]","[-0.09671282768249512, -0.006991735193878412, 0.36561721563339233]","[-0.24149852991104126, -0.05893067643046379, 0.5182161927223206]","[-0.3427606225013733, -0.0815168172121048, 0.6780850887298584]","[-0.3518770635128021, -0.08676645159721375, 0.7028220891952515]","[-0.23817455768585205, -0.03576236963272095, 0.5145623087882996]","[-0.1086260974407196, 0.011112343519926071, 0.35468414425849915]","[-0.09133844077587128, 0.010525494813919067, 0.3051654100418091]","[-0.2537991404533386, -0.08076266944408417, 0.5233371257781982]","[-0.1478959321975708, -0.05236006900668144, 0.3593037724494934]","[-0.12537933886051178, -0.03348366543650627, 0.32102546095848083]"
"[-0.0, 0.0, 0.3036845624446869]","[-0.026818541809916496, -0.007679279427975416, 0.2932758033275604]","[0.07463659346103668, 0.019959907978773117, 0.15503600239753723]","[0.21857641637325287, 0.038558609783649445, 0.0]","[-0.005256896838545799, 0.0074903699569404125, 0.28197112679481506]","[0.008929199539124966, 0.03688051924109459, 0.22450333833694458]","[0.06929541379213333, 0.05967523902654648, 0.12600883841514587]","[-0.09059900045394897, -0.0052851284854114056, 0.3717343211174011]","[-0.22745190560817719, -0.05690772458910942, 0.5184476971626282]","[-0.32840660214424133, -0.08061106503009796, 0.6764227151870728]","[-0.33738550543785095, -0.08622691035270691, 0.7006137371063232]","[-0.22117993235588074, -0.03376637399196625, 0.5105651617050171]","[-0.09417962282896042, 0.00874796137213707, 0.34809473156929016]","[-0.0832604393362999, 0.010867102071642876, 0.3077612817287445]","[-0.24325048923492432, -0.08011439442634583, 0.5277470350265503]","[-0.14716234803199768, -0.05347190052270889, 0.3716593384742737]","[-0.10984283685684204, -0.0299940537661314, 0.31862401962280273]"
"[-0.0, 0.0, 0.29235076904296875]","[-0.027550414204597473, -0.007102058734744787, 0.2824893295764923]","[0.06559533625841141, 0.02065299265086651, 0.15417078137397766]","[0.2042543888092041, 0.03813201189041138, 0.0]","[-0.004816894419491291, 0.007071475964039564, 0.2690120339393616]","[0.009603637270629406, 0.03684090077877045, 0.21256297826766968]","[0.07199444621801376, 0.059509918093681335, 0.11460468173027039]","[-0.09326611459255219, -0.00639538187533617, 0.3613825738430023]","[-0.23312939703464508, -0.05745873600244522, 0.511870265007019]","[-0.33149218559265137, -0.08104861527681351, 0.6672328114509583]","[-0.34166112542152405, -0.08651328831911087, 0.6938502192497253]","[-0.22797228395938873, -0.036633096635341644, 0.5038683414459229]","[-0.0916680321097374, 0.002698486438021064, 0.32834601402282715]","[-0.0912460908293724, 0.008000590838491917, 0.2994869351387024]","[-0.24803003668785095, -0.08017094433307648, 0.5211079120635986]","[-0.15421636402606964, -0.05643573775887489, 0.36598438024520874]","[-0.09273608028888702, -0.027382444590330124, 0.2910100221633911]"
"[-0.0, 0.0, 0.25980645418167114]","[-0.029697570949792862, -0.009660042822360992, 0.24619995057582855]","[0.04641290381550789, 0.020389750599861145, 0.14588859677314758]","[0.18130914866924286, 0.03561295196413994, 0.0]","[0.0018651123391464353, 0.001599619397893548, 0.2260029911994934]","[0.04637414589524269, 0.035506438463926315, 0.14413481950759888]","[0.12203338742256165, 0.051814958453178406, 0.04382158815860748]","[-0.10174737870693207, -0.009685592725872993, 0.32588016986846924]","[-0.26131346821784973, -0.060478318482637405, 0.48582738637924194]","[-0.3648553490638733, -0.08133333176374435, 0.6439908742904663]","[-0.376986563205719, -0.08643801510334015, 0.6738523244857788]","[-0.25125494599342346, -0.04346947744488716, 0.4749111533164978]","[-0.08699328452348709, -0.00919153168797493, 0.28210583329200745]","[-0.10259991139173508, 0.00015795708168298006, 0.2663477659225464]","[-0.27893468737602234, -0.08097264170646667, 0.49641698598861694]","[-0.17585760354995728, -0.058166228234767914, 0.3369596600532532]","[-0.07710998505353928, -0.026445621624588966, 0.23589514195919037]"
"[-0.0, 0.0, 0.2907360792160034]","[-0.03250018134713173, -0.009683656506240368, 0.2800801396369934]","[-0.0019294433295726776, 0.021466201171278954, 0.2190207540988922]","[0.09819476306438446, 0.03518730029463768, 0.08939874172210693]","[0.0037785035092383623, 0.0029697432182729244, 0.25318536162376404]","[0.06354595720767975, 0.03730439767241478, 0.1522676944732666]","[0.20628595352172852, 0.047455430030822754, 0.0]","[-0.09641382098197937, -0.008833716623485088, 0.35447508096694946]","[-0.2458251416683197, -0.06008413806557655, 0.5081276297569275]","[-0.3525412678718567, -0.08200249075889587, 0.6745857000350952]","[-0.36215904355049133, -0.08737418055534363, 0.6997041702270508]","[-0.2442796677350998, -0.040815241634845734, 0.5048936605453491]","[-0.10845868289470673, -0.0017527048476040363, 0.3307466506958008]","[-0.09190252423286438, 0.0024084376636892557, 0.2878854274749756]","[-0.2599409222602844, -0.0823666974902153, 0.512422502040863]","[-0.15883184969425201, -0.06010755896568298, 0.3571029305458069]","[-0.06375152617692947, -0.02501976303756237, 0.2567650079727173]"
"[-0.0, 0.0, 0.323819100856781]","[-0.036063965409994125, -0.01006277371197939, 0.31420013308525085]","[-0.03139257803559303, 0.02074258401989937, 0.2680583596229553]","[0.06868774443864822, 0.04025008901953697, 0.14511975646018982]","[0.0035396728198975325, 0.004051674623042345, 0.28198695182800293]","[0.07760101556777954, 0.03913584351539612, 0.1617932766675949]","[0.23527678847312927, 0.047244325280189514, 0.0]","[-0.09567126631736755, -0.008876657113432884, 0.3865712881088257]","[-0.23681189119815826, -0.05984063073992729, 0.5373072028160095]","[-0.3352075219154358, -0.08112309128046036, 0.6964408755302429]","[-0.34417369961738586, -0.08711200207471848, 0.7199407815933228]","[-0.23796136677265167, -0.03826445713639259, 0.5347350835800171]","[-0.12370483577251434, 0.0034919478930532932, 0.37678155303001404]","[-0.09913122653961182, 0.006637669634073973, 0.32507240772247314]","[-0.24949005246162415, -0.08386072516441345, 0.5409784317016602]","[-0.15642504394054413, -0.06455706804990768, 0.39117544889450073]","[-0.06336627155542374, -0.02592974156141281, 0.28817254304885864]"
"[-0.0, 0.0, 0.3613622486591339]","[-0.04154180735349655, -0.00977251399308443, 0.35290881991386414]","[-0.032826539129018784, 0.020950300619006157, 0.2978546619415283]","[0.05121679604053497, 0.048923641443252563, 0.19498810172080994]","[0.003685730043798685, 0.007568534929305315, 0.31327947974205017]","[0.07598596066236496, 0.04487079381942749, 0.18805932998657227]","[0.26200470328330994, 0.04836764186620712, 0.0]","[-0.09602514654397964, -0.009285110048949718, 0.42270427942276]","[-0.22741736471652985, -0.06010089069604874, 0.5708545446395874]","[-0.3159550726413727, -0.08050848543643951, 0.7206481695175171]","[-0.3247579336166382, -0.08718154579401016, 0.7444398403167725]","[-0.2357279658317566, -0.034898791462183, 0.5766821503639221]","[-0.14869628846645355, 0.011467218399047852, 0.4404259920120239]","[-0.12774334847927094, 0.012800894677639008, 0.3868596851825714]","[-0.23328393697738647, -0.08568330854177475, 0.5670856833457947]","[-0.14417418837547302, -0.06719664484262466, 0.41949135065078735]","[-0.07074280083179474, -0.02697088196873665, 0.3312017321586609]"
"[-0.0, 0.0, 0.311981201171875]","[-0.0359414666891098, -0.012230944819748402, 0.29720038175582886]","[0.012827209196984768, 0.019975176081061363, 0.21990899741649628]","[0.13225336372852325, 0.03951725736260414, 0.07927997410297394]","[0.0034245606511831284, 0.0018092268146574497, 0.2654919922351837]","[0.051590148359537125, 0.039030615240335464, 0.17672021687030792]","[0.21095246076583862, 0.04369712620973587, 0.0]","[-0.10543829202651978, -0.011494247242808342, 0.37501251697540283]","[-0.25525733828544617, -0.06141776219010353, 0.5326168537139893]","[-0.3565821647644043, -0.08182770758867264, 0.7046522498130798]","[-0.36539721488952637, -0.08742228895425797, 0.7287042737007141]","[-0.26669615507125854, -0.040586717426776886, 0.5425502061843872]","[-0.13821306824684143, 0.0057326327078044415, 0.3765345811843872]","[-0.12815886735916138, 0.006019610445946455, 0.331969678401947]","[-0.25465014576911926, -0.08125363290309906, 0.5246723890304565]","[-0.14272838830947876, -0.05568701773881912, 0.3585602939128876]","[-0.12951380014419556, -0.035714082419872284, 0.3341321349143982]"
"[-0.0, 0.0, 0.28987419605255127]","[-0.02830633521080017, -0.009958337061107159, 0.2754215598106384]","[0.06320752203464508, 0.019497456029057503, 0.15186797082424164]","[0.20589013397693634, 0.03834040090441704, 0.0]","[-0.0005283813225105405, 0.004842789843678474, 0.2577335834503174]","[0.040217652916908264, 0.038701917976140976, 0.17338329553604126]","[0.11890966445207596, 0.051947128027677536, 0.055100634694099426]","[-0.09286895394325256, -0.004489776212722063, 0.3533024191856384]","[-0.23746997117996216, -0.05640941485762596, 0.5011871457099915]","[-0.3420267403125763, -0.08005635440349579, 0.6592203378677368]","[-0.3522779643535614, -0.08583744615316391, 0.6854428052902222]","[-0.23497259616851807, -0.032726652920246124, 0.4996911883354187]","[-0.11793939024209976, 0.01646175980567932, 0.35814493894577026]","[-0.0778278186917305, 0.009869701229035854, 0.28578099608421326]","[-0.24941064417362213, -0.07839001715183258, 0.5031311511993408]","[-0.1657487154006958, -0.056863367557525635, 0.36529234051704407]","[-0.17450536787509918, -0.04457441717386246, 0.3592597246170044]"
