0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
"[-0.0, 0.0, 0.28445225954055786]","[-0.04235369712114334, -0.008302560076117516, 0.2844046652317047]","[0.05722704902291298, 0.02220441773533821, 0.1519111841917038]","[0.19640246033668518, 0.041292835026979446, 0.0]","[-0.012498595751821995, 0.002597597660496831, 0.2662733793258667]","[0.002660095226019621, 0.03447352722287178, 0.2076823115348816]","[0.08977881073951721, 0.055228810757398605, 0.08917839825153351]","[-0.08883752673864365, -0.006691210437566042, 0.34762096405029297]","[-0.21161046624183655, -0.057142216712236404, 0.4746880531311035]","[-0.3256720006465912, -0.0837191492319107, 0.6353180408477783]","[-0.3375606834888458, -0.0891655758023262, 0.6641976833343506]","[-0.19029206037521362, -0.039961691945791245, 0.45147475600242615]","[-0.05456683412194252, -0.022772010415792465, 0.28902891278266907]","[0.04564868286252022, -0.03715020790696144, 0.15517260134220123]","[-0.24450267851352692, -0.07992377132177353, 0.49702954292297363]","[-0.16558074951171875, -0.051282040774822235, 0.3662864565849304]","[-0.17733295261859894, -0.042338136583566666, 0.36904850602149963]"
"[-0.0, 0.0, 0.2887526750564575]","[-0.04103771969676018, -0.009238331578671932, 0.2867082357406616]","[0.05805700644850731, 0.021749533712863922, 0.1549297422170639]","[0.20117749273777008, 0.04126379266381264, 0.0]","[-0.01337731909006834, 0.0024783138651400805, 0.2706880271434784]","[0.0034647826105356216, 0.034402597695589066, 0.21075810492038727]","[0.10002752393484116, 0.054592471569776535, 0.08160459995269775]","[-0.09019866585731506, -0.007075285539031029, 0.3528176248073578]","[-0.21579675376415253, -0.05795751512050629, 0.4830125570297241]","[-0.3288347125053406, -0.08420442044734955, 0.6438809037208557]","[-0.3378685414791107, -0.08938300609588623, 0.6675454378128052]","[-0.19459624588489532, -0.039657097309827805, 0.4596084952354431]","[-0.05979693681001663, -0.019303087145090103, 0.30012378096580505]","[0.04483270272612572, -0.03717905282974243, 0.16396722197532654]","[-0.2483464926481247, -0.08109305053949356, 0.5050618648529053]","[-0.1739688664674759, -0.05461760237812996, 0.377147912979126]","[-0.19809985160827637, -0.04877466335892677, 0.39413395524024963]"
"[-0.0, 0.0, 0.2959168553352356]","[-0.04082879796624184, -0.010375251062214375, 0.29304417967796326]","[0.05811486765742302, 0.021613411605358124, 0.16100291907787323]","[0.20774365961551666, 0.04183734953403473, 0.0]","[-0.013313964940607548, 0.0026197200641036034, 0.27772021293640137]","[0.008821655064821243, 0.03547539561986923, 0.21177531778812408]","[0.11235638707876205, 0.055035725235939026, 0.07408440113067627]","[-0.09240460395812988, -0.007713621947914362, 0.3620874583721161]","[-0.22179028391838074, -0.05939585343003273, 0.4976332187652588]","[-0.32784411311149597, -0.08465780317783356, 0.6500025987625122]","[-0.3388613164424896, -0.09007330238819122, 0.677374541759491]","[-0.20018616318702698, -0.03908523544669151, 0.4744899868965149]","[-0.0638815313577652, -0.015889935195446014, 0.31335461139678955]","[0.04340295493602753, -0.03634125366806984, 0.17466503381729126]","[-0.2543852627277374, -0.08312226831912994, 0.5194980502128601]","[-0.18062567710876465, -0.05767689645290375, 0.39012715220451355]","[-0.2083139717578888, -0.05269991233944893, 0.4107014536857605]"
"[-0.0, 0.0, 0.2947622537612915]","[-0.039726074784994125, -0.009728656150400639, 0.29184094071388245]","[0.0559762567281723, 0.02174484357237816, 0.16399455070495605]","[0.2092675119638443, 0.04128594323992729, 0.0]","[-0.012119506485760212, 0.003494853153824806, 0.2767634093761444]","[0.012758422642946243, 0.03640436381101608, 0.20843657851219177]","[0.12511426210403442, 0.05322081595659256, 0.06238353252410889]","[-0.08893103152513504, -0.0058142803609371185, 0.3594469428062439]","[-0.2183455228805542, -0.05763131380081177, 0.4930003881454468]","[-0.32505297660827637, -0.08265886455774307, 0.6417052745819092]","[-0.3376811444759369, -0.08848138153553009, 0.6714943647384644]","[-0.1943104863166809, -0.03586515411734581, 0.4682142436504364]","[-0.060258056968450546, -0.013433651067316532, 0.3117073178291321]","[0.028551818802952766, -0.03343324735760689, 0.1908024251461029]","[-0.25417235493659973, -0.0822567418217659, 0.5168325901031494]","[-0.17612555623054504, -0.055223580449819565, 0.3834472596645355]","[-0.20709851384162903, -0.05132739990949631, 0.406205415725708]"
"[-0.0, 0.0, 0.29104381799697876]","[-0.03733447194099426, -0.009318841621279716, 0.28829821944236755]","[0.05062933266162872, 0.022581711411476135, 0.16818499565124512]","[0.20573937892913818, 0.04124649986624718, 0.0]","[-0.010000732727348804, 0.004425712861120701, 0.27429893612861633]","[0.018712403252720833, 0.036942947655916214, 0.2011241912841797]","[0.13737598061561584, 0.05302543565630913, 0.049718499183654785]","[-0.08735662698745728, -0.005162930116057396, 0.3568066656589508]","[-0.21875494718551636, -0.05783457309007645, 0.49224793910980225]","[-0.32616114616394043, -0.08260508626699448, 0.6414847373962402]","[-0.3375948369503021, -0.08862187713384628, 0.6695432662963867]","[-0.1994943916797638, -0.03510231524705887, 0.47346222400665283]","[-0.060755860060453415, -0.011259172111749649, 0.30941343307495117]","[0.018369201570749283, -0.029455948621034622, 0.1962231993675232]","[-0.25156286358833313, -0.0827622264623642, 0.5110594630241394]","[-0.16116760671138763, -0.05240992456674576, 0.3655488193035126]","[-0.19370117783546448, -0.04916539788246155, 0.3864402174949646]"
"[-0.0, 0.0, 0.27726849913597107]","[-0.03394391015172005, -0.007905230857431889, 0.27431726455688477]","[0.03812231495976448, 0.022335849702358246, 0.16996321082115173]","[0.19020232558250427, 0.04039914533495903, 0.0]","[-0.0063660889863967896, 0.0058266231790184975, 0.25945135951042175]","[0.02731909230351448, 0.03840211033821106, 0.18084681034088135]","[0.14283673465251923, 0.0521877259016037, 0.03319048881530762]","[-0.08417681604623795, -0.003311017993837595, 0.342377245426178]","[-0.21684955060482025, -0.05568799376487732, 0.47812867164611816]","[-0.3235481083393097, -0.08010806143283844, 0.6239515542984009]","[-0.337210088968277, -0.08651714771986008, 0.6555294990539551]","[-0.19578325748443604, -0.03133920580148697, 0.45822668075561523]","[-0.06799029558897018, -0.0054071033373475075, 0.3017382323741913]","[0.003518066368997097, -0.022695330902934074, 0.19421851634979248]","[-0.25143712759017944, -0.08142904937267303, 0.49851924180984497]","[-0.15515410900115967, -0.0525166392326355, 0.34748607873916626]","[-0.16417187452316284, -0.039425209164619446, 0.34288710355758667]"
"[-0.0, 0.0, 0.3107542097568512]","[-0.03233245760202408, -0.006513828411698341, 0.2985680401325226]","[0.023794861510396004, 0.030431563034653664, 0.20822063088417053]","[0.1662384569644928, 0.04480744153261185, 0.04225298762321472]","[-0.0002453613269608468, 0.007599418517202139, 0.28088629245758057]","[0.051016297191381454, 0.04665633291006088, 0.1770131140947342]","[0.21535669267177582, 0.05367457494139671, 0.0]","[-0.08354693651199341, -0.004399419762194157, 0.366665780544281]","[-0.2198706716299057, -0.059721678495407104, 0.5066488981246948]","[-0.3295794725418091, -0.08203954994678497, 0.6657915115356445]","[-0.34401243925094604, -0.08914130926132202, 0.6998435258865356]","[-0.20123498141765594, -0.03166407346725464, 0.48766785860061646]","[-0.08731543272733688, 0.0048526376485824585, 0.3325551748275757]","[-0.07811658084392548, 0.010137275792658329, 0.2962905168533325]","[-0.25374913215637207, -0.08783400058746338, 0.5270705223083496]","[-0.12197283655405045, -0.04584646224975586, 0.3473491072654724]","[-0.0713498517870903, -0.014388917945325375, 0.2866174280643463]"
"[-0.0, 0.0, 0.3112242519855499]","[-0.032448913902044296, -0.006267507094889879, 0.29854968190193176]","[0.0228045042604208, 0.03056146390736103, 0.20899872481822968]","[0.16579778492450714, 0.0449426993727684, 0.04185113310813904]","[-0.0006040039006620646, 0.00782652385532856, 0.28028711676597595]","[0.05167926102876663, 0.04679032042622566, 0.17561793327331543]","[0.21437500417232513, 0.05404793843626976, 0.0]","[-0.08450756967067719, -0.004729502368718386, 0.3670753240585327]","[-0.22120264172554016, -0.05978593975305557, 0.5080026984214783]","[-0.3290424942970276, -0.08205190300941467, 0.6656802892684937]","[-0.3434169888496399, -0.0890829935669899, 0.6997502446174622]","[-0.20300768315792084, -0.03209567442536354, 0.4888944625854492]","[-0.09035449475049973, 0.005060306750237942, 0.33470362424850464]","[-0.07671508938074112, 0.01022427063435316, 0.29464802145957947]","[-0.25436705350875854, -0.08768267929553986, 0.5283480286598206]","[-0.12215368449687958, -0.04623788967728615, 0.34765729308128357]","[-0.07236731052398682, -0.014630948193371296, 0.28783851861953735]"
"[-0.0, 0.0, 0.33463048934936523]","[-0.03366125375032425, -0.00758489640429616, 0.3229542076587677]","[-0.017561523243784904, 0.027048908174037933, 0.2665300965309143]","[0.10521703958511353, 0.048272062093019485, 0.11386828124523163]","[-0.003613830544054508, 0.007590142078697681, 0.3045904040336609]","[0.06352411210536957, 0.04622704163193703, 0.18140283226966858]","[0.23402471840381622, 0.05158928036689758, 0.0]","[-0.09093127399682999, -0.00803951546549797, 0.39549413323402405]","[-0.2241351306438446, -0.06091561168432236, 0.5401698350906372]","[-0.3202861249446869, -0.08208730816841125, 0.6942482590675354]","[-0.3327644169330597, -0.08914544433355331, 0.7253439426422119]","[-0.2159736305475235, -0.03526799753308296, 0.5263137817382812]","[-0.10809161514043808, 0.004819903522729874, 0.3722391426563263]","[-0.09382623434066772, 0.010421919636428356, 0.33279192447662354]","[-0.24826477468013763, -0.08911492675542831, 0.5553051233291626]","[-0.11879327148199081, -0.052651531994342804, 0.370210200548172]","[-0.04936828464269638, -0.01831914111971855, 0.287757933139801]"
"[-0.0, 0.0, 0.353457510471344]","[-0.03451830893754959, -0.008248844183981419, 0.34032121300697327]","[-0.0436629019677639, 0.02326507866382599, 0.29903367161750793]","[0.05978277698159218, 0.0526701882481575, 0.1807137429714203]","[-0.002464721677824855, 0.007659477647393942, 0.3160587549209595]","[0.07741668820381165, 0.045668140053749084, 0.17918114364147186]","[0.2518916130065918, 0.049319878220558167, 0.0]","[-0.08832922577857971, -0.0073516517877578735, 0.41057056188583374]","[-0.21744799613952637, -0.05949413776397705, 0.5517055988311768]","[-0.31095606088638306, -0.07997410744428635, 0.7028383612632751]","[-0.3228941559791565, -0.08699101209640503, 0.7326338291168213]","[-0.2101772427558899, -0.03355039283633232, 0.5378423929214478]","[-0.11529260128736496, 0.006982233375310898, 0.3965158462524414]","[-0.1167084351181984, 0.01192138995975256, 0.37230491638183594]","[-0.24059155583381653, -0.08819320797920227, 0.5663319826126099]","[-0.11826519668102264, -0.05602649599313736, 0.3879857063293457]","[-0.060502685606479645, -0.020218614488840103, 0.31656017899513245]"
