0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
"[-0.0, 0.0, 0.27887988090515137]","[-0.05380798503756523, 0.013084396719932556, 0.2805772125720978]","[0.03178192302584648, 0.03248642012476921, 0.1560172736644745]","[0.10763641446828842, 0.04791417717933655, 0.05378441512584686]","[-0.015134704299271107, 0.021978721022605896, 0.2485457807779312]","[0.08754479885101318, 0.04160384461283684, 0.08555139601230621]","[0.15089087188243866, 0.05193646252155304, 0.0]","[-0.06081720069050789, 0.014192430302500725, 0.310954213142395]","[-0.12650829553604126, -0.01795143075287342, 0.39074596762657166]","[-0.1499362736940384, -0.031180545687675476, 0.44422364234924316]","[-0.14971667528152466, -0.039357587695121765, 0.4661954343318939]","[-0.08926873654127121, -0.0054247574880719185, 0.3527398109436035]","[-0.056256286799907684, 0.0033202138729393482, 0.26204150915145874]","[0.014907958917319775, -0.00464107608422637, 0.15138134360313416]","[-0.19652612507343292, -0.04095526412129402, 0.43390965461730957]","[-0.16800378262996674, -0.023026343435049057, 0.36432182788848877]","[-0.05455804616212845, -0.009849916212260723, 0.2428579032421112]"
"[-0.0, 0.0, 0.2694433033466339]","[-0.05107714980840683, 0.01460372842848301, 0.2666563093662262]","[0.03731640800833702, 0.03307831659913063, 0.13637769222259521]","[0.10651598870754242, 0.046938687562942505, 0.039964184165000916]","[-0.015216369181871414, 0.02261720411479473, 0.23649072647094727]","[0.0872972384095192, 0.041659798473119736, 0.07132598757743835]","[0.13728167116641998, 0.05325588956475258, 0.0]","[-0.05815631151199341, 0.014666534028947353, 0.2980771064758301]","[-0.120497927069664, -0.01719703897833824, 0.37805813550949097]","[-0.12737219035625458, -0.02854875475168228, 0.4200174808502197]","[-0.12758275866508484, -0.03893433138728142, 0.440951943397522]","[-0.08307024836540222, -0.005679692141711712, 0.33963635563850403]","[-0.04436248913407326, -0.00141292589250952, 0.23966284096240997]","[0.013677917420864105, -0.005820203106850386, 0.14178620278835297]","[-0.19052185118198395, -0.03997935354709625, 0.4218163788318634]","[-0.20472455024719238, -0.026767319068312645, 0.3954586386680603]","[-0.08427245914936066, -0.010155863128602505, 0.2591080367565155]"
"[-0.0, 0.0, 0.24249237775802612]","[-0.04819195717573166, 0.016076790168881416, 0.237452894449234]","[0.04160858318209648, 0.031449299305677414, 0.10339856147766113]","[0.0941304937005043, 0.04472843185067177, 0.02480359375476837]","[-0.014682739041745663, 0.02213173732161522, 0.20849108695983887]","[0.0798884853720665, 0.04052082076668739, 0.052439093589782715]","[0.11255969107151031, 0.053758468478918076, 0.0]","[-0.05353369191288948, 0.015214631333947182, 0.26773717999458313]","[-0.11043615639209747, -0.01656995341181755, 0.34427517652511597]","[-0.11501580476760864, -0.02661525271832943, 0.38515546917915344]","[-0.11874859780073166, -0.03721786290407181, 0.4072839021682739]","[-0.06838513165712357, -0.007944002747535706, 0.3012484312057495]","[-0.03300323337316513, -0.00865112990140915, 0.2002769261598587]","[0.019785644486546516, -0.008806482888758183, 0.1063903272151947]","[-0.1850305199623108, -0.03884910047054291, 0.39322882890701294]","[-0.22410155832767487, -0.027427028864622116, 0.39402931928634644]","[-0.17251214385032654, -0.020439667627215385, 0.3141476809978485]"
"[-0.0, 0.0, 0.2344251126050949]","[-0.050575561821460724, 0.016789497807621956, 0.23287279903888702]","[0.05199163779616356, 0.0281571913510561, 0.08406780660152435]","[0.1077641025185585, 0.040006235241889954, 0.0]","[-0.013751037418842316, 0.023543590679764748, 0.20186114311218262]","[0.07171264290809631, 0.041203390806913376, 0.057550907135009766]","[0.0921616181731224, 0.05896523967385292, 0.02196642756462097]","[-0.050284240394830704, 0.0159895159304142, 0.2595111131668091]","[-0.10052569210529327, -0.015854978933930397, 0.33298420906066895]","[-0.10100597888231277, -0.02515140175819397, 0.3734503388404846]","[-0.10414410382509232, -0.03839986026287079, 0.39398884773254395]","[-0.05402197316288948, -0.0071509238332509995, 0.28608161211013794]","[-0.016941040754318237, -0.010354921221733093, 0.17515772581100464]","[-0.030030760914087296, 0.00015350032481364906, 0.1820346713066101]","[-0.18398205935955048, -0.04001818969845772, 0.3890284299850464]","[-0.23233655095100403, -0.029112400487065315, 0.39903050661087036]","[-0.17781677842140198, -0.02007206343114376, 0.313959002494812]"
"[-0.0, 0.0, 0.20875829458236694]","[-0.054906006902456284, 0.016719596460461617, 0.21641027927398682]","[0.04405792057514191, 0.02364111691713333, 0.07494206726551056]","[0.08716290444135666, 0.03293105587363243, 0.0]","[-0.01475079357624054, 0.021072376519441605, 0.1837577521800995]","[0.055492859333753586, 0.03772122040390968, 0.06042076647281647]","[0.07326067984104156, 0.056450147181749344, 0.029155388474464417]","[-0.0481954962015152, 0.015245117247104645, 0.23761487007141113]","[-0.09034845232963562, -0.013615895994007587, 0.3047282099723816]","[-0.08781042695045471, -0.01827193796634674, 0.3462807834148407]","[-0.09018353372812271, -0.032311927527189255, 0.3628165125846863]","[-0.04203857481479645, -0.008817417547106743, 0.25682902336120605]","[-0.0069232177920639515, -0.017273584380745888, 0.14286211133003235]","[-0.031802307814359665, -0.0013558673672378063, 0.1720007210969925]","[-0.18001769483089447, -0.03677783161401749, 0.36457759141921997]","[-0.22688281536102295, -0.022731643170118332, 0.369238942861557]","[-0.13436108827590942, -0.007897691801190376, 0.24847406148910522]"
"[-0.0, 0.0, 0.2134370058774948]","[-0.051159363240003586, 0.015576575882732868, 0.2153511941432953]","[0.03462866321206093, 0.019313719123601913, 0.09043285250663757]","[0.08645489811897278, 0.02733715809881687, 0.0]","[-0.024286316707730293, 0.020068172365427017, 0.1950882524251938]","[0.04217773303389549, 0.03830331936478615, 0.08105786144733429]","[0.06518682837486267, 0.055944208055734634, 0.04615020751953125]","[-0.05065002292394638, 0.01384748611599207, 0.2425282597541809]","[-0.09088195860385895, -0.0159744955599308, 0.3099246621131897]","[-0.06340484321117401, -0.01728840358555317, 0.33690008521080017]","[-0.07315520942211151, -0.03445187956094742, 0.3553958535194397]","[-0.03702368214726448, -0.01135624386370182, 0.26030564308166504]","[0.007968627847731113, -0.024557998403906822, 0.12582555413246155]","[-0.016585877165198326, -0.008591722697019577, 0.16154442727565765]","[-0.18628942966461182, -0.03986593708395958, 0.37324464321136475]","[-0.23230652511119843, -0.023880623281002045, 0.37273162603378296]","[-0.15519452095031738, -0.005938568152487278, 0.26383739709854126]"
"[-0.0, 0.0, 0.2041022926568985]","[-0.05252880975604057, 0.015397823415696621, 0.20937836170196533]","[0.025631103664636612, 0.015684444457292557, 0.09875457733869553]","[0.08237438648939133, 0.021116795018315315, 0.0]","[-0.02325146459043026, 0.01773323491215706, 0.18741631507873535]","[0.025522766634821892, 0.03717121109366417, 0.097955621778965]","[0.05013567954301834, 0.05534585565328598, 0.06289294362068176]","[-0.049088988453149796, 0.012232855893671513, 0.2333473563194275]","[-0.0861569195985794, -0.017468038946390152, 0.29752853512763977]","[-0.05986553803086281, -0.013545881025493145, 0.3236660659313202]","[-0.07068011164665222, -0.028954578563570976, 0.3446592688560486]","[-0.03011438064277172, -0.014162687584757805, 0.24606890976428986]","[0.01768377609550953, -0.029955722391605377, 0.10996252298355103]","[-0.01953979581594467, -0.007946704514324665, 0.16405731439590454]","[-0.18741284310817719, -0.042229630053043365, 0.3635885715484619]","[-0.25185301899909973, -0.028833400458097458, 0.38413867354393005]","[-0.16872070729732513, -0.004925205837935209, 0.26730260252952576]"
"[-0.0, 0.0, 0.20993982255458832]","[-0.05688604712486267, 0.01348748616874218, 0.2166472226381302]","[0.019981566816568375, 0.014235475100576878, 0.11117828637361526]","[0.08579181134700775, 0.018484296277165413, 0.0]","[-0.02348528988659382, 0.015344364568591118, 0.191740483045578]","[0.014147583395242691, 0.03637775406241417, 0.11432019621133804]","[0.03831725940108299, 0.05525146424770355, 0.08093170821666718]","[-0.04818316549062729, 0.010372495278716087, 0.23805761337280273]","[-0.07939960062503815, -0.019741863012313843, 0.3005153238773346]","[-0.056117065250873566, -0.011121471412479877, 0.33261334896087646]","[-0.06694787740707397, -0.02663593553006649, 0.3542817234992981]","[-0.022275574505329132, -0.016459312289953232, 0.24872955679893494]","[0.031172912567853928, -0.036584220826625824, 0.1073242798447609]","[-0.007776367012411356, -0.014372655190527439, 0.15898004174232483]","[-0.18478815257549286, -0.045014526695013046, 0.3677946925163269]","[-0.2640065848827362, -0.03336280956864357, 0.3985658884048462]","[-0.1863420456647873, -0.009048772044479847, 0.2849839925765991]"
"[-0.0, 0.0, 0.19687628746032715]","[-0.06010253727436066, 0.010178517550230026, 0.2060432732105255]","[0.02065594494342804, 0.013429943472146988, 0.09646289795637131]","[0.07831317186355591, 0.018785716965794563, 0.0]","[-0.028186645358800888, 0.011263230815529823, 0.1819148063659668]","[0.003989807330071926, 0.03382726386189461, 0.11101178824901581]","[0.025222839787602425, 0.053609445691108704, 0.08316394686698914]","[-0.05105298012495041, 0.0067464192397892475, 0.22710523009300232]","[-0.08094921708106995, -0.02264033444225788, 0.2877291440963745]","[-0.06922644376754761, -0.008269034326076508, 0.3348413407802582]","[-0.08484277129173279, -0.019848883152008057, 0.35850948095321655]","[-0.022501220926642418, -0.02188105322420597, 0.23576495051383972]","[0.03676672279834747, -0.04618462920188904, 0.09228162467479706]","[0.031015319749712944, -0.03822760656476021, 0.10812610387802124]","[-0.18644799292087555, -0.04523477703332901, 0.35452359914779663]","[-0.26264965534210205, -0.031223583966493607, 0.3804326057434082]","[-0.1834224909543991, -0.010634249076247215, 0.2674585282802582]"
"[-0.0, 0.0, 0.19697082042694092]","[-0.06182684376835823, 0.009865078143775463, 0.20218658447265625]","[0.020679626613855362, 0.01589921861886978, 0.08728393167257309]","[0.07258965820074081, 0.023220859467983246, 0.0]","[-0.032171446830034256, 0.011451133526861668, 0.17946234345436096]","[0.007061584386974573, 0.03350219875574112, 0.09988000243902206]","[0.024323729798197746, 0.05475592985749245, 0.0774483010172844]","[-0.05200415104627609, 0.0068238889798521996, 0.22404180467128754]","[-0.07634832710027695, -0.02227756567299366, 0.28365358710289]","[-0.06482623517513275, -0.0142549192532897, 0.3272079825401306]","[-0.0748809203505516, -0.02691636048257351, 0.3477265536785126]","[-0.019216490909457207, -0.022479362785816193, 0.23196764290332794]","[0.039425965398550034, -0.047826722264289856, 0.08693261444568634]","[0.08281713724136353, -0.0471685491502285, 0.04843096435070038]","[-0.18000054359436035, -0.045483071357011795, 0.34906524419784546]","[-0.24451740086078644, -0.028039610013365746, 0.356636106967926]","[-0.16276000440120697, -0.011547829024493694, 0.24373167753219604]"
