0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
"[-0.0, 0.0, 0.2687506675720215]","[-0.023760376498103142, -0.0007463035872206092, 0.25307348370552063]","[0.050165895372629166, 0.024865109473466873, 0.1379484236240387]","[0.16669335961341858, 0.039749257266521454, 0.0]","[0.00468676770105958, 0.009022862650454044, 0.2287110537290573]","[-0.015302246436476707, 0.03965342044830322, 0.202518492937088]","[0.06838879734277725, 0.05644489452242851, 0.08843004703521729]","[-0.07395892590284348, 0.0003405969182495028, 0.3241112530231476]","[-0.20800408720970154, -0.04993253946304321, 0.470439612865448]","[-0.2973736524581909, -0.07416914403438568, 0.6026532649993896]","[-0.3063676655292511, -0.07963240146636963, 0.6262972354888916]","[-0.18146459758281708, -0.02807718701660633, 0.44043463468551636]","[-0.06484033167362213, 0.004656062461435795, 0.29451531171798706]","[-0.06670300662517548, 0.008987563662230968, 0.26171520352363586]","[-0.24337786436080933, -0.0749703049659729, 0.5003181099891663]","[-0.1601322591304779, -0.050480637699365616, 0.3511449098587036]","[-0.20503637194633484, -0.05635600537061691, 0.38010674715042114]"
"[-0.0, 0.0, 0.26431944966316223]","[-0.02527441456913948, -0.000559788488317281, 0.2509906589984894]","[0.0399092398583889, 0.025115517899394035, 0.14634770154953003]","[0.16246899962425232, 0.039093032479286194, 0.0]","[0.0050776368007063866, 0.009248190559446812, 0.22459234297275543]","[-0.009073914028704166, 0.03955626115202904, 0.1941889524459839]","[0.07585876435041428, 0.05616668611764908, 0.07810826599597931]","[-0.07405316084623337, 0.00040443919715471566, 0.32010746002197266]","[-0.2072695940732956, -0.04952770099043846, 0.46493273973464966]","[-0.2981419563293457, -0.07377781718969345, 0.5984742641448975]","[-0.31024879217147827, -0.07974125444889069, 0.6273645162582397]","[-0.17737512290477753, -0.027580272406339645, 0.4314444661140442]","[-0.062224000692367554, 0.002125651342794299, 0.28567856550216675]","[-0.06506091356277466, 0.007814616896212101, 0.2558487355709076]","[-0.2452368140220642, -0.07484752684831619, 0.49811846017837524]","[-0.16272735595703125, -0.050661712884902954, 0.34953346848487854]","[-0.21015124022960663, -0.05761874467134476, 0.38143646717071533]"
"[-0.0, 0.0, 0.24231384694576263]","[-0.027559997513890266, 1.807379703677725e-05, 0.23320269584655762]","[0.02969702146947384, 0.026851901784539223, 0.1407046616077423]","[0.14419043064117432, 0.038197990506887436, 0.0]","[0.0033732911106199026, 0.008693049661815166, 0.20712122321128845]","[0.004101379308849573, 0.0384945385158062, 0.1644326150417328]","[0.08731500059366226, 0.05281689763069153, 0.049498051404953]","[-0.07685528695583344, -0.00047921776422299445, 0.300410658121109]","[-0.2104967087507248, -0.049685120582580566, 0.4434661269187927]","[-0.308247447013855, -0.07417204231023788, 0.5861227512359619]","[-0.32026731967926025, -0.07982105761766434, 0.6146031022071838]","[-0.17891594767570496, -0.030672529712319374, 0.40823161602020264]","[-0.05308135971426964, -0.008243951946496964, 0.2511313557624817]","[-0.060978882014751434, 0.002529560122638941, 0.2287779599428177]","[-0.24999359250068665, -0.07395589351654053, 0.4785503149032593]","[-0.15759673714637756, -0.046893853694200516, 0.32141950726509094]","[-0.1848427802324295, -0.04763588681817055, 0.33106672763824463]"
"[-0.0, 0.0, 0.22440631687641144]","[-0.030822692438960075, -0.00014441978419199586, 0.21539722383022308]","[0.01646002195775509, 0.028626777231693268, 0.13549506664276123]","[0.1250017136335373, 0.038581591099500656, 0.0]","[0.003239684971049428, 0.007793820463120937, 0.18690522015094757]","[0.02217736840248108, 0.03983965516090393, 0.12668195366859436]","[0.10932110249996185, 0.05129876732826233, 0.008425608277320862]","[-0.08124029636383057, -0.0020885257981717587, 0.2809200584888458]","[-0.2186099886894226, -0.05203334242105484, 0.4248586893081665]","[-0.32267236709594727, -0.07666926831007004, 0.5769267678260803]","[-0.33431947231292725, -0.08177635073661804, 0.6046789884567261]","[-0.1849643588066101, -0.03413521125912666, 0.3886389136314392]","[-0.047123413532972336, -0.016939548775553703, 0.21593128144741058]","[-0.070183165371418, -0.0012564074713736773, 0.21079663932323456]","[-0.25987792015075684, -0.07612946629524231, 0.4613187313079834]","[-0.15550647675991058, -0.04729452356696129, 0.29527539014816284]","[-0.13718914985656738, -0.03286348283290863, 0.26101019978523254]"
"[-0.0, 0.0, 0.25036510825157166]","[-0.03178100660443306, -0.0002830341982189566, 0.2356969565153122]","[-0.0001968994183698669, 0.030131911858916283, 0.17146264016628265]","[0.10686895996332169, 0.03733428195118904, 0.03675854206085205]","[0.007748535368591547, 0.006476554088294506, 0.20187920331954956]","[0.032468751072883606, 0.042062919586896896, 0.13596531748771667]","[0.14813439548015594, 0.052139535546302795, 0.0]","[-0.08050256222486496, -0.002117448253557086, 0.29924115538597107]","[-0.22228100895881653, -0.05430266261100769, 0.4438880681991577]","[-0.33327025175094604, -0.07889727503061295, 0.603808581829071]","[-0.34461119771003723, -0.08373823016881943, 0.6311109066009521]","[-0.1864212602376938, -0.035130783915519714, 0.4069554805755615]","[-0.04387841746211052, -0.01990828663110733, 0.22801196575164795]","[-0.0894482433795929, -0.0013392448890954256, 0.24417565762996674]","[-0.26646435260772705, -0.07982880622148514, 0.4807882606983185]","[-0.164167121052742, -0.05192900821566582, 0.3209134340286255]","[-0.12022900581359863, -0.027234500274062157, 0.26470592617988586]"
"[-0.0, 0.0, 0.3038296401500702]","[-0.03130914270877838, -0.00025361787993460894, 0.2873125374317169]","[-0.029036132618784904, 0.027783259749412537, 0.24018988013267517]","[0.06233227625489235, 0.0412321574985981, 0.12601250410079956]","[0.01131121814250946, 0.008637131191790104, 0.24760271608829498]","[0.0703573003411293, 0.043839313089847565, 0.14105412364006042]","[0.1961241513490677, 0.050227466970682144, 0.0]","[-0.07329864799976349, 0.0002511455968488008, 0.3482684791088104]","[-0.20772643387317657, -0.05196843296289444, 0.48885759711265564]","[-0.312437504529953, -0.07602478563785553, 0.6369799375534058]","[-0.3239809572696686, -0.08220817148685455, 0.6650348901748657]","[-0.17615710198879242, -0.02752796746790409, 0.4551323652267456]","[-0.0654904767870903, -0.0018536628922447562, 0.30179473757743835]","[-0.0872567743062973, 0.007703832350671291, 0.2953038215637207]","[-0.2516718804836273, -0.08071723580360413, 0.5228803753852844]","[-0.16849365830421448, -0.0605870746076107, 0.3839968144893646]","[-0.12157910317182541, -0.02986644022166729, 0.3205813467502594]"
"[-0.0, 0.0, 0.3274919390678406]","[-0.03422723338007927, -0.0009245563996955752, 0.31325292587280273]","[-0.030601439997553825, 0.027845805510878563, 0.2624357342720032]","[0.06523333489894867, 0.046695586293935776, 0.14314378798007965]","[0.008028564043343067, 0.010173744522035122, 0.2750568687915802]","[0.08723974972963333, 0.046059299260377884, 0.14168408513069153]","[0.21753351390361786, 0.05217320844531059, 0.0]","[-0.0751495361328125, -0.00014929103781469166, 0.3742503523826599]","[-0.20470690727233887, -0.05247316509485245, 0.512946605682373]","[-0.30167078971862793, -0.07581936568021774, 0.6522468328475952]","[-0.31421801447868347, -0.08262059092521667, 0.6825301647186279]","[-0.17827771604061127, -0.02623547799885273, 0.4827006459236145]","[-0.06718762218952179, 0.0022773249074816704, 0.32805517315864563]","[-0.08811230212450027, 0.011630123481154442, 0.31979313492774963]","[-0.24533899128437042, -0.0820656567811966, 0.5437350273132324]","[-0.16253222525119781, -0.0643487349152565, 0.40559470653533936]","[-0.11787622421979904, -0.030865002423524857, 0.34304606914520264]"
"[-0.0, 0.0, 0.3524521589279175]","[-0.03544378653168678, -0.002898789942264557, 0.343353271484375]","[-0.021207336336374283, 0.026453055441379547, 0.28203150629997253]","[0.06462085247039795, 0.05160168558359146, 0.16813044250011444]","[0.0031959228217601776, 0.012529218569397926, 0.30779731273651123]","[0.08603796362876892, 0.0477958619594574, 0.16299501061439514]","[0.22812096774578094, 0.05389637500047684, 0.0]","[-0.07974768429994583, -0.001937152468599379, 0.4087259769439697]","[-0.20529553294181824, -0.05329601839184761, 0.5528822541236877]","[-0.28664952516555786, -0.07444697618484497, 0.6782438158988953]","[-0.29672643542289734, -0.08183223009109497, 0.7051421403884888]","[-0.1907210648059845, -0.025497687980532646, 0.5332320928573608]","[-0.08299420028924942, 0.01053145993500948, 0.3759702742099762]","[-0.09661035239696503, 0.016302041709423065, 0.3576742112636566]","[-0.23466479778289795, -0.08249837905168533, 0.5732632875442505]","[-0.16938555240631104, -0.07561495900154114, 0.4478539526462555]","[-0.1209021583199501, -0.036230795085430145, 0.377685010433197]"
"[-0.0, 0.0, 0.3512210547924042]","[-0.036853332072496414, -0.002731823828071356, 0.3418068587779999]","[-0.015682006254792213, 0.026752686128020287, 0.2770245671272278]","[0.06727045029401779, 0.05216122046113014, 0.1661410927772522]","[0.0031556396279484034, 0.01206865906715393, 0.3040418028831482]","[0.08211920410394669, 0.04776517301797867, 0.16677159070968628]","[0.22662237286567688, 0.05239215865731239, 0.0]","[-0.08302154392004013, -0.0030514574609696865, 0.40712669491767883]","[-0.21148474514484406, -0.05416770279407501, 0.5528725385665894]","[-0.2922998070716858, -0.07516030967235565, 0.6799232959747314]","[-0.30333104729652405, -0.08219148963689804, 0.7086617946624756]","[-0.19979162514209747, -0.02811681665480137, 0.5362340211868286]","[-0.08475805819034576, 0.008973758667707443, 0.37400010228157043]","[-0.10884539783000946, 0.014858548529446125, 0.36495769023895264]","[-0.2365754395723343, -0.08142433315515518, 0.5700073838233948]","[-0.16081054508686066, -0.06893914937973022, 0.4326206147670746]","[-0.12605853378772736, -0.03682931512594223, 0.3791705071926117]"
"[-0.0, 0.0, 0.31001898646354675]","[-0.03403656184673309, -0.0041570402681827545, 0.29531243443489075]","[-0.0020318604074418545, 0.02628578618168831, 0.2286476492881775]","[0.10299023240804672, 0.046133026480674744, 0.09946106374263763]","[0.006623290944844484, 0.007454313803464174, 0.2555031180381775]","[0.06618420779705048, 0.042820319533348083, 0.1512966901063919]","[0.1825108677148819, 0.046065572649240494, 0.0]","[-0.09091565012931824, -0.006324650254100561, 0.3656369149684906]","[-0.23639440536499023, -0.05708117038011551, 0.5233155488967896]","[-0.3263123631477356, -0.07723652571439743, 0.6711715459823608]","[-0.3346019387245178, -0.08314991742372513, 0.6936766505241394]","[-0.2248956859111786, -0.03624020144343376, 0.5084335803985596]","[-0.08462884277105331, 0.0008871635072864592, 0.3313691318035126]","[-0.14146502315998077, 0.005763544235378504, 0.3470613360404968]","[-0.25607213377952576, -0.07933937013149261, 0.5378406047821045]","[-0.1741372048854828, -0.06207015737891197, 0.39283543825149536]","[-0.13878998160362244, -0.036252912133932114, 0.34258490800857544]"
