0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
"[-0.0, 0.0, 0.27364659309387207]","[-0.038157347589731216, -0.00390847772359848, 0.2693136930465698]","[0.02889251708984375, 0.028554778546094894, 0.16908268630504608]","[0.14027948677539825, 0.04328153654932976, 0.029793813824653625]","[0.004865966737270355, 0.006813145708292723, 0.23472349345684052]","[0.07529382407665253, 0.04234427586197853, 0.11663249135017395]","[0.1707501858472824, 0.05434867739677429, 0.0]","[-0.08098980784416199, -0.0030679369810968637, 0.3327580392360687]","[-0.21944695711135864, -0.053265128284692764, 0.48039865493774414]","[-0.3180468678474426, -0.07469730079174042, 0.6184353828430176]","[-0.3250070810317993, -0.0811825692653656, 0.639153778553009]","[-0.18295122683048248, -0.030586140230298042, 0.44333600997924805]","[-0.053437866270542145, -0.008356706239283085, 0.2857216000556946]","[-0.036308348178863525, -0.005783482454717159, 0.2348129153251648]","[-0.2664135694503784, -0.07879438996315002, 0.5172621011734009]","[-0.2332802712917328, -0.06532949209213257, 0.42884939908981323]","[-0.1643570512533188, -0.036272842437028885, 0.33587101101875305]"
"[-0.0, 0.0, 0.2769954800605774]","[-0.0374460443854332, -0.005030112341046333, 0.27192509174346924]","[0.020783264189958572, 0.02834171988070011, 0.18262645602226257]","[0.13075946271419525, 0.04364502802491188, 0.047028690576553345]","[0.004651123192161322, 0.004870796110481024, 0.2388419210910797]","[0.07608038187026978, 0.040703147649765015, 0.12214526534080505]","[0.1819702684879303, 0.052471719682216644, 0.0]","[-0.08178558200597763, -0.003589966334402561, 0.33563554286956787]","[-0.2219816893339157, -0.054137419909238815, 0.48234471678733826]","[-0.32948634028434753, -0.07592370361089706, 0.6321199536323547]","[-0.3313286006450653, -0.08221378922462463, 0.6454274654388428]","[-0.17619982361793518, -0.03211300075054169, 0.4384196400642395]","[-0.050803832709789276, -0.016841355711221695, 0.28214141726493835]","[-0.03154919296503067, -0.012311408296227455, 0.22818109393119812]","[-0.27476024627685547, -0.07901569455862045, 0.5259141325950623]","[-0.24245691299438477, -0.0656222254037857, 0.4393880367279053]","[-0.1726246327161789, -0.03851061314344406, 0.3452487587928772]"
"[-0.0, 0.0, 0.27790507674217224]","[-0.03851281851530075, -0.005044607911258936, 0.2743028998374939]","[0.015520690940320492, 0.02770921401679516, 0.18981516361236572]","[0.1216665655374527, 0.04265190288424492, 0.057937487959861755]","[0.005936645437031984, 0.004302016459405422, 0.23986613750457764]","[0.0754232183098793, 0.03980536013841629, 0.12563927471637726]","[0.1857229620218277, 0.05078298598527908, 0.0]","[-0.08046326041221619, -0.0025006209034472704, 0.3357859253883362]","[-0.21901440620422363, -0.052654918283224106, 0.478485107421875]","[-0.3272731900215149, -0.0742584839463234, 0.625011682510376]","[-0.3304019868373871, -0.08075705170631409, 0.6402837038040161]","[-0.17152740061283112, -0.03048199601471424, 0.43408024311065674]","[-0.05077526718378067, -0.017612271010875702, 0.2821073532104492]","[-0.029943542554974556, -0.013787421397864819, 0.22890380024909973]","[-0.27332252264022827, -0.07765468955039978, 0.5227102637290955]","[-0.24284222722053528, -0.06434974819421768, 0.43966537714004517]","[-0.1727389544248581, -0.037297509610652924, 0.3463081419467926]"
"[-0.0, 0.0, 0.2838048040866852]","[-0.03962023928761482, -0.005217795260250568, 0.28154662251472473]","[0.01253680419176817, 0.02767418883740902, 0.19818322360515594]","[0.11535955965518951, 0.04362037405371666, 0.06942516565322876]","[0.007271606475114822, 0.004169241990894079, 0.24589073657989502]","[0.07641290128231049, 0.039952393621206284, 0.1303417980670929]","[0.1919173002243042, 0.050377584993839264, 0.0]","[-0.07913964986801147, -0.001655964064411819, 0.3415696322917938]","[-0.21590612828731537, -0.052232082933187485, 0.48240557312965393]","[-0.32459020614624023, -0.0740930438041687, 0.6274532079696655]","[-0.3285450339317322, -0.08075397461652756, 0.6440451145172119]","[-0.16991089284420013, -0.028920959681272507, 0.44044241309165955]","[-0.049998655915260315, -0.01791808381676674, 0.2861449420452118]","[-0.029589233919978142, -0.01381056196987629, 0.23496246337890625]","[-0.2700970470905304, -0.07797010987997055, 0.5247063636779785]","[-0.2436215877532959, -0.06513771414756775, 0.44719067215919495]","[-0.17203259468078613, -0.0369470939040184, 0.35221919417381287]"
"[-0.0, 0.0, 0.2970215380191803]","[-0.0399007573723793, -0.006354423705488443, 0.29554101824760437]","[0.011576843447983265, 0.02745678462088108, 0.21153050661087036]","[0.113150455057621, 0.04562072828412056, 0.0826200544834137]","[0.008468139916658401, 0.0040398999117314816, 0.25940391421318054]","[0.08220959454774857, 0.04040162265300751, 0.13684149086475372]","[0.20583727955818176, 0.05113315209746361, 0.0]","[-0.08003393560647964, -0.0024274929892271757, 0.3579350411891937]","[-0.21893030405044556, -0.05365931987762451, 0.5047709345817566]","[-0.3239111304283142, -0.07502945512533188, 0.6469143629074097]","[-0.3268513083457947, -0.08130455017089844, 0.6614017486572266]","[-0.17071044445037842, -0.02801217883825302, 0.4612623155117035]","[-0.04696270823478699, -0.017954247072339058, 0.2999275326728821]","[-0.033446960151195526, -0.010867941193282604, 0.25524553656578064]","[-0.27518945932388306, -0.0803963765501976, 0.549216628074646]","[-0.25275084376335144, -0.06961625069379807, 0.4737457036972046]","[-0.17921680212020874, -0.039133645594120026, 0.3736531138420105]"
"[-0.0, 0.0, 0.3029642403125763]","[-0.036389343440532684, -0.0062455371953547, 0.29758331179618835]","[0.003384216222912073, 0.026677843183279037, 0.22320343554019928]","[0.09509032964706421, 0.04612736403942108, 0.10579974949359894]","[0.011007141321897507, 0.003396800486370921, 0.26407063007354736]","[0.08339868485927582, 0.040444809943437576, 0.14157415926456451]","[0.21358580887317657, 0.049053534865379333, 0.0]","[-0.07648925483226776, 3.554820978024509e-06, 0.36096271872520447]","[-0.21580097079277039, -0.0525217205286026, 0.5066723227500916]","[-0.3242909014225006, -0.07506822049617767, 0.6505122184753418]","[-0.32967090606689453, -0.08091866970062256, 0.6673927307128906]","[-0.1679898053407669, -0.02447519637644291, 0.46574530005455017]","[-0.04492773488163948, -0.018024921417236328, 0.2996923327445984]","[-0.055623412132263184, -0.0011981191346421838, 0.28264808654785156]","[-0.2729528844356537, -0.08142703026533127, 0.5490376949310303]","[-0.2573510706424713, -0.0707530528306961, 0.48285073041915894]","[-0.19418835639953613, -0.04144594445824623, 0.39396142959594727]"
"[-0.0, 0.0, 0.3082250952720642]","[-0.03655633702874184, -0.005845157895237207, 0.3018261194229126]","[-0.0015910645015537739, 0.026602821424603462, 0.23143456876277924]","[0.08357458561658859, 0.045875634998083115, 0.12142857909202576]","[0.01301745604723692, 0.003112039528787136, 0.26580584049224854]","[0.08755084127187729, 0.04026162996888161, 0.1416451334953308]","[0.2204309105873108, 0.047644760459661484, 0.0]","[-0.07322253286838531, 0.0014202769380062819, 0.3626263439655304]","[-0.2097163051366806, -0.05101282522082329, 0.5040285587310791]","[-0.32043883204460144, -0.07410354912281036, 0.6479541063308716]","[-0.32830992341041565, -0.0802697017788887, 0.6688839793205261]","[-0.160936638712883, -0.022319072857499123, 0.4625193774700165]","[-0.04795623943209648, -0.015304502099752426, 0.30504852533340454]","[-0.06381817907094955, 0.0015931030502542853, 0.2931329309940338]","[-0.2683998942375183, -0.08069758862257004, 0.546859622001648]","[-0.2558864653110504, -0.0691811740398407, 0.48656952381134033]","[-0.20142315328121185, -0.04211331903934479, 0.4074332118034363]"
"[-0.0, 0.0, 0.3054810166358948]","[-0.03674694895744324, -0.005778994876891375, 0.298638254404068]","[-0.005429748445749283, 0.02643158845603466, 0.23217132687568665]","[0.0687275379896164, 0.045627135783433914, 0.13594463467597961]","[0.014802428893744946, 0.0021218478213995695, 0.2614227831363678]","[0.09115374833345413, 0.03902556002140045, 0.13775964081287384]","[0.221954345703125, 0.04576324298977852, 0.0]","[-0.07126409560441971, 0.0022031113039702177, 0.35722815990448]","[-0.20682886242866516, -0.0502866767346859, 0.49478432536125183]","[-0.3243875801563263, -0.07433544844388962, 0.6443772315979004]","[-0.3329657018184662, -0.08058126270771027, 0.6663960218429565]","[-0.15733899176120758, -0.02281111478805542, 0.45364004373550415]","[-0.04849230870604515, -0.017223844304680824, 0.30057311058044434]","[-0.054004210978746414, -0.0029430121649056673, 0.27891620993614197]","[-0.26656651496887207, -0.07990335673093796, 0.5369378328323364]","[-0.26487305760383606, -0.06972424685955048, 0.4910396337509155]","[-0.21783336997032166, -0.04534129798412323, 0.4203219413757324]"
"[-0.0, 0.0, 0.3229564130306244]","[-0.03662579506635666, -0.0077270204201340675, 0.3151566684246063]","[-0.012517517432570457, 0.02551851235330105, 0.2524048388004303]","[0.04757611081004143, 0.04828139394521713, 0.17299015820026398]","[0.01850445568561554, 0.0007475725724361837, 0.27577653527259827]","[0.11148620396852493, 0.03847222775220871, 0.13448503613471985]","[0.24524584412574768, 0.045513931661844254, 0.0]","[-0.07134619355201721, 0.001743195578455925, 0.3765332102775574]","[-0.21060265600681305, -0.050869643688201904, 0.5215893983840942]","[-0.31701719760894775, -0.07252704352140427, 0.654326319694519]","[-0.32652172446250916, -0.07888388633728027, 0.6779972314834595]","[-0.1603861153125763, -0.021167907863855362, 0.47989580035209656]","[-0.05552758648991585, -0.013368026353418827, 0.3258107304573059]","[-0.058895934373140335, 0.0005585614708252251, 0.2968631386756897]","[-0.2718474268913269, -0.08172265440225601, 0.5644282698631287]","[-0.289042592048645, -0.07634330540895462, 0.5437424182891846]","[-0.25448352098464966, -0.05386970937252045, 0.4831278324127197]"
"[-0.0, 0.0, 0.32944563031196594]","[-0.03690630942583084, -0.007950698025524616, 0.3210011124610901]","[-0.012122741900384426, 0.02554527297616005, 0.2568875253200531]","[0.0425330214202404, 0.04894028231501579, 0.18351240456104279]","[0.020057007670402527, -2.655959178810008e-05, 0.2809297740459442]","[0.117446169257164, 0.03779664263129234, 0.1345493346452713]","[0.25344452261924744, 0.044621169567108154, 0.0]","[-0.06908239424228668, 0.002653198316693306, 0.3805854022502899]","[-0.20482544600963593, -0.04999629035592079, 0.5212540626525879]","[-0.3148171305656433, -0.07255954295396805, 0.6581008434295654]","[-0.3261309862136841, -0.07917134463787079, 0.6839430332183838]","[-0.15602417290210724, -0.018789364024996758, 0.48077911138534546]","[-0.07160748541355133, -0.0033046631142497063, 0.3429875671863556]","[-0.06694457679986954, 0.005239537917077541, 0.306081622838974]","[-0.26527222990989685, -0.08171780407428741, 0.5622764825820923]","[-0.2918662130832672, -0.07718629390001297, 0.556868314743042]","[-0.2600695788860321, -0.05483362078666687, 0.49822184443473816]"
