0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
"[-0.0, 0.0, 0.30365654826164246]","[-0.03229827806353569, -0.0018156423466280103, 0.294772744178772]","[-0.04455719143152237, 0.02219933271408081, 0.25253215432167053]","[0.02682940661907196, 0.04691758006811142, 0.17584869265556335]","[0.0113904420286417, 0.0066178650595247746, 0.2562752664089203]","[0.09289038181304932, 0.040170568972826004, 0.12180840969085693]","[0.19876013696193695, 0.048869337886571884, 0.0]","[-0.06686926633119583, 0.00022369944781530648, 0.3505733609199524]","[-0.18910375237464905, -0.05069331079721451, 0.47857511043548584]","[-0.30456408858299255, -0.07683928310871124, 0.6389240026473999]","[-0.3106711506843567, -0.0825735405087471, 0.6568479537963867]","[-0.16302905976772308, -0.026837872341275215, 0.4533976912498474]","[-0.07245074212551117, 0.00014541292330250144, 0.31838226318359375]","[-0.08983459323644638, 0.006449585314840078, 0.30530261993408203]","[-0.23030626773834229, -0.07779623568058014, 0.5054452419281006]","[-0.14590594172477722, -0.05242083966732025, 0.370253324508667]","[-0.059039369225502014, -0.018307145684957504, 0.27009397745132446]"
"[-0.0, 0.0, 0.3070494532585144]","[-0.03384552150964737, -0.0020157548133283854, 0.30032649636268616]","[-0.04305786266922951, 0.022320810705423355, 0.2549355626106262]","[0.02979394607245922, 0.04707575961947441, 0.175026074051857]","[0.009535095654428005, 0.007938209921121597, 0.2621302604675293]","[0.09029950201511383, 0.04138387367129326, 0.12689509987831116]","[0.19672399759292603, 0.04983996972441673, 0.0]","[-0.07039062678813934, -0.0008262484334409237, 0.3571966588497162]","[-0.19332116842269897, -0.05172860994935036, 0.4878222346305847]","[-0.3069092929363251, -0.07713989168405533, 0.6498581171035767]","[-0.3116127848625183, -0.08301056176424026, 0.6654987335205078]","[-0.1627168506383896, -0.026555312797427177, 0.4564458429813385]","[-0.07235101610422134, 0.0011942071141675115, 0.3209313452243805]","[-0.06534387171268463, 0.006838377099484205, 0.28627997636795044]","[-0.23765362799167633, -0.07963138073682785, 0.5212201476097107]","[-0.15184490382671356, -0.0550219789147377, 0.3808247148990631]","[-0.0675361305475235, -0.01925063692033291, 0.28257131576538086]"
"[-0.0, 0.0, 0.3115186095237732]","[-0.03220580890774727, -0.003273011650890112, 0.3018835484981537]","[-0.03594641014933586, 0.022386817261576653, 0.2547946572303772]","[0.03964361548423767, 0.04345092177391052, 0.16467730700969696]","[0.009630492888391018, 0.007900368422269821, 0.26283782720565796]","[0.0868743285536766, 0.04056575894355774, 0.13235454261302948]","[0.19609381258487701, 0.04817967861890793, 0.0]","[-0.07269134372472763, -0.001277248258702457, 0.36201733350753784]","[-0.1994185745716095, -0.051625486463308334, 0.49780070781707764]","[-0.30736878514289856, -0.07633427530527115, 0.656287670135498]","[-0.3099043071269989, -0.08187020570039749, 0.6682800650596619]","[-0.17389661073684692, -0.02563551440834999, 0.47005727887153625]","[-0.08649584650993347, 0.0059250397607684135, 0.3400096297264099]","[-0.15125682950019836, 0.00497588561847806, 0.36815568804740906]","[-0.2372114211320877, -0.07911926507949829, 0.5261203646659851]","[-0.15514257550239563, -0.05915107578039169, 0.3870413303375244]","[-0.065695621073246, -0.021833481267094612, 0.28305310010910034]"
"[-0.0, 0.0, 0.3185620605945587]","[-0.03423065319657326, -0.003469869727268815, 0.3120962381362915]","[-0.024199584499001503, 0.02360798977315426, 0.2552933096885681]","[0.05658368021249771, 0.042901430279016495, 0.14965678751468658]","[0.0060859983786940575, 0.010020002722740173, 0.2754163146018982]","[0.07945074141025543, 0.04223823919892311, 0.14635661244392395]","[0.19776110351085663, 0.04956551641225815, 0.0]","[-0.07591070234775543, -0.0017877249047160149, 0.3730737268924713]","[-0.20058856904506683, -0.051978591829538345, 0.5094019770622253]","[-0.30154797434806824, -0.07590791583061218, 0.660244345664978]","[-0.3050488233566284, -0.08177726715803146, 0.6742380857467651]","[-0.18050463497638702, -0.024858031421899796, 0.48655521869659424]","[-0.08655963093042374, 0.009645571932196617, 0.3509729504585266]","[-0.15394073724746704, 0.007570262532681227, 0.3805145025253296]","[-0.23346856236457825, -0.07950599491596222, 0.5330912470817566]","[-0.14440912008285522, -0.05735820159316063, 0.38580620288848877]","[-0.06187475472688675, -0.020240649580955505, 0.2881818115711212]"
"[-0.0, 0.0, 0.3162175416946411]","[-0.03452703729271889, -0.0037378801498562098, 0.3086433708667755]","[-0.021385010331869125, 0.02327224798500538, 0.25123968720436096]","[0.06925073266029358, 0.040493424981832504, 0.13237904012203217]","[0.005869628861546516, 0.009525943547487259, 0.2720436453819275]","[0.07284655421972275, 0.041849371045827866, 0.15231630206108093]","[0.19587622582912445, 0.04847276210784912, 0.0]","[-0.07805249094963074, -0.002330385148525238, 0.370319664478302]","[-0.20542418956756592, -0.05247744172811508, 0.5078413486480713]","[-0.30901405215263367, -0.07651937007904053, 0.6639512181282043]","[-0.31367039680480957, -0.08235801756381989, 0.6798004508018494]","[-0.18525786697864532, -0.025516130030155182, 0.4848686456680298]","[-0.08967376500368118, 0.010092977434396744, 0.3497101068496704]","[-0.15913213789463043, 0.007442401722073555, 0.37969765067100525]","[-0.23705187439918518, -0.07973311096429825, 0.5309879779815674]","[-0.1475723832845688, -0.05654265731573105, 0.3840952217578888]","[-0.06774749606847763, -0.019937800243496895, 0.29052290320396423]"
"[-0.0, 0.0, 0.2964382469654083]","[-0.03559521585702896, -0.004050817806273699, 0.29290705919265747]","[-0.006563842762261629, 0.022772442549467087, 0.22761750221252441]","[0.0893607810139656, 0.03905060514807701, 0.10031166672706604]","[0.0030995483975857496, 0.008816971443593502, 0.2600994408130646]","[0.06250622868537903, 0.039172135293483734, 0.15409572422504425]","[0.1863814741373062, 0.04781690239906311, 0.0]","[-0.0845247209072113, -0.004334176890552044, 0.357203871011734]","[-0.21858331561088562, -0.05408473312854767, 0.5004481077194214]","[-0.3233807384967804, -0.07721443474292755, 0.6591367721557617]","[-0.32923218607902527, -0.08301529288291931, 0.6767948865890503]","[-0.197877436876297, -0.030259832739830017, 0.4775131940841675]","[-0.08027306944131851, 0.0051593962125480175, 0.32403475046157837]","[-0.07298382371664047, 0.007350148167461157, 0.288526326417923]","[-0.24952539801597595, -0.07933494448661804, 0.5239046216011047]","[-0.15118230879306793, -0.05174679681658745, 0.36757659912109375]","[-0.0802454799413681, -0.018791552633047104, 0.28573617339134216]"
"[-0.0, 0.0, 0.27615711092948914]","[-0.04206414893269539, -0.009695162065327168, 0.27610936760902405]","[0.0026404419913887978, 0.021166717633605003, 0.20311395823955536]","[0.1114431768655777, 0.03843344748020172, 0.0685625672340393]","[0.0005482177948579192, 0.0029246164485812187, 0.24287140369415283]","[0.04746044799685478, 0.03615362569689751, 0.15645843744277954]","[0.17844335734844208, 0.04526412859559059, 0.0]","[-0.0974716767668724, -0.009768960997462273, 0.34376806020736694]","[-0.24374139308929443, -0.06048531457781792, 0.4962010383605957]","[-0.35402610898017883, -0.08258721977472305, 0.6647847294807434]","[-0.360478013753891, -0.0879645049571991, 0.6826789975166321]","[-0.22041131556034088, -0.04037080332636833, 0.47197696566581726]","[-0.07633477449417114, -0.012850424274802208, 0.30054613947868347]","[-0.0039838869124650955, -0.026503801345825195, 0.19671258330345154]","[-0.27526795864105225, -0.08379530161619186, 0.5200018882751465]","[-0.17734436690807343, -0.05867867171764374, 0.3634011149406433]","[-0.11682995408773422, -0.028412263840436935, 0.29410475492477417]"
"[-0.0, 0.0, 0.24364116787910461]","[-0.03853100538253784, -0.00895423162728548, 0.23612292110919952]","[0.028627686202526093, 0.022268300876021385, 0.1412007361650467]","[0.15091277658939362, 0.038224510848522186, 0.0]","[-0.006468994077295065, 0.0008242704789154232, 0.2110418677330017]","[0.015503601171076298, 0.03369694575667381, 0.15146923065185547]","[0.09527532756328583, 0.04561112821102142, 0.03622490167617798]","[-0.10150201618671417, -0.009859535843133926, 0.3105948567390442]","[-0.24658532440662384, -0.058860741555690765, 0.4627101421356201]","[-0.3503236174583435, -0.08191194385290146, 0.6241126656532288]","[-0.3569948673248291, -0.08712984621524811, 0.6424192190170288]","[-0.22202472388744354, -0.04287142679095268, 0.4340214431285858]","[-0.08824817091226578, -0.016071666032075882, 0.27938902378082275]","[0.009779480285942554, -0.03896450623869896, 0.15881487727165222]","[-0.27470922470092773, -0.0787472352385521, 0.48879849910736084]","[-0.20997118949890137, -0.06302399933338165, 0.3658227324485779]","[-0.18991601467132568, -0.04498875513672829, 0.33389121294021606]"
"[-0.0, 0.0, 0.2662189304828644]","[-0.034033387899398804, -0.006124820560216904, 0.25460192561149597]","[0.047843873500823975, 0.024618307128548622, 0.13843926787376404]","[0.1651868224143982, 0.04016665369272232, 0.0]","[-0.007601501420140266, 0.005051565822213888, 0.234514519572258]","[0.007307128980755806, 0.03781887888908386, 0.17844054102897644]","[0.07521826028823853, 0.05371759831905365, 0.07436096668243408]","[-0.09461449831724167, -0.006324561778455973, 0.33010077476501465]","[-0.23345007002353668, -0.056034039705991745, 0.47864043712615967]","[-0.33193981647491455, -0.08100602775812149, 0.6311304569244385]","[-0.33733850717544556, -0.0858098492026329, 0.6479705572128296]","[-0.2125876396894455, -0.03710022568702698, 0.45411479473114014]","[-0.09927832335233688, -0.0023475452326238155, 0.3188820779323578]","[-0.002890197793021798, -0.028736235573887825, 0.2002035528421402]","[-0.25946876406669617, -0.07721944898366928, 0.5014773607254028]","[-0.19310973584651947, -0.0606967955827713, 0.37609121203422546]","[-0.20465271174907684, -0.05118704214692116, 0.3766803741455078]"
"[-0.0, 0.0, 0.28272685408592224]","[-0.0338895246386528, -0.003743718611076474, 0.27251920104026794]","[0.04871289059519768, 0.025848638266324997, 0.14883354306221008]","[0.17095184326171875, 0.04063068702816963, 0.0]","[-0.010219604708254337, 0.009029587730765343, 0.25442349910736084]","[0.0006776733207516372, 0.04076966270804405, 0.1988358050584793]","[0.05108245834708214, 0.06011410430073738, 0.11499418318271637]","[-0.08890124410390854, -0.003394431434571743, 0.3454919457435608]","[-0.21653668582439423, -0.05212240666151047, 0.48666802048683167]","[-0.30727869272232056, -0.07671806216239929, 0.6263856887817383]","[-0.30653199553489685, -0.08207207918167114, 0.6334764957427979]","[-0.19622455537319183, -0.031169546768069267, 0.4612429738044739]","[-0.10447753965854645, 0.005856343545019627, 0.34231895208358765]","[-0.007844421081244946, -0.021215476095676422, 0.2241932898759842]","[-0.2431000918149948, -0.07448145747184753, 0.5109827518463135]","[-0.18344220519065857, -0.059426479041576385, 0.3921239972114563]","[-0.19713781774044037, -0.05075090751051903, 0.3934885859489441]"
