0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
"[-0.0, 0.0, 0.38636791706085205]","[-0.035205017775297165, -0.014565625227987766, 0.38230156898498535]","[0.001884216326288879, 0.023508410900831223, 0.29997649788856506]","[0.1253630369901657, 0.04670889675617218, 0.12817034125328064]","[-0.008873657323420048, 0.01313846092671156, 0.36921074986457825]","[0.129012331366539, 0.04606761038303375, 0.16306139528751373]","[0.2856059968471527, 0.05210578441619873, 0.0]","[-0.09959454089403152, -0.005295393522828817, 0.4639973044395447]","[-0.22459839284420013, -0.057172972708940506, 0.6118834018707275]","[-0.2927969992160797, -0.07321524620056152, 0.7359155416488647]","[-0.30410802364349365, -0.082264244556427, 0.7655292749404907]","[-0.2294083833694458, -0.02601090632379055, 0.6103413701057434]","[-0.13231629133224487, 0.0222734734416008, 0.4570080637931824]","[-0.12110821902751923, 0.022701967507600784, 0.4162212610244751]","[-0.2394942045211792, -0.09177476167678833, 0.6146395802497864]","[-0.1925213634967804, -0.10946143418550491, 0.5152284502983093]","[-0.11736565828323364, -0.04864267632365227, 0.40676507353782654]"
"[-0.0, 0.0, 0.40110692381858826]","[-0.04325781390070915, -0.014825008809566498, 0.3983052372932434]","[0.011139709502458572, 0.02413427270948887, 0.302194744348526]","[0.12735028564929962, 0.049712516367435455, 0.14033997058868408]","[-0.015809081494808197, 0.012714249081909657, 0.3844422996044159]","[0.12778125703334808, 0.04620581492781639, 0.1739322990179062]","[0.30617406964302063, 0.049500878900289536, 0.0]","[-0.10887689143419266, -0.008502271957695484, 0.47921180725097656]","[-0.2289835810661316, -0.05757710337638855, 0.6244851350784302]","[-0.29313257336616516, -0.07155676186084747, 0.7545718550682068]","[-0.30433934926986694, -0.08047860860824585, 0.7834923267364502]","[-0.23263122141361237, -0.02784189209342003, 0.6206164360046387]","[-0.13622473180294037, 0.01933361403644085, 0.46746695041656494]","[-0.12398077547550201, 0.022345473989844322, 0.42796728014945984]","[-0.2425214797258377, -0.08966407179832458, 0.6289725303649902]","[-0.18364843726158142, -0.09680580347776413, 0.5073842406272888]","[-0.11875085532665253, -0.04496771842241287, 0.41694706678390503]"
"[-0.0, 0.0, 0.4091983735561371]","[-0.04966650530695915, -0.01604064181447029, 0.4079422056674957]","[0.016322266310453415, 0.025211552157998085, 0.3012527525424957]","[0.1445806920528412, 0.05206200107932091, 0.13019946217536926]","[-0.01764019764959812, 0.013522756285965443, 0.3904445171356201]","[0.1254187673330307, 0.049806393682956696, 0.17961335182189941]","[0.3138171434402466, 0.05090586841106415, 0.0]","[-0.11390087753534317, -0.011136739514768124, 0.4871247112751007]","[-0.23388513922691345, -0.05969175323843956, 0.6342848539352417]","[-0.29581981897354126, -0.0732882097363472, 0.7674441337585449]","[-0.3071337938308716, -0.08206551522016525, 0.7968211770057678]","[-0.23909924924373627, -0.030019043013453484, 0.6319290995597839]","[-0.13108386099338531, 0.016365958377718925, 0.4680565297603607]","[-0.09056628495454788, 0.020555496215820312, 0.4007579982280731]","[-0.24538756906986237, -0.08982416987419128, 0.6382004022598267]","[-0.17881225049495697, -0.09002674371004105, 0.5056719183921814]","[-0.10102374106645584, -0.03535245358943939, 0.40567684173583984]"
"[-0.0, 0.0, 0.41112250089645386]","[-0.05350012332201004, -0.016535893082618713, 0.41220924258232117]","[0.02679101563990116, 0.024595705792307854, 0.2903311252593994]","[0.17227227985858917, 0.047979842871427536, 0.10542920231819153]","[-0.021232666447758675, 0.01401399727910757, 0.3952333331108093]","[0.11110144108533859, 0.0510660856962204, 0.1940685510635376]","[0.3012889325618744, 0.051836516708135605, 0.0]","[-0.11649157851934433, -0.011729630641639233, 0.48997849225997925]","[-0.23352600634098053, -0.05976325646042824, 0.6340569257736206]","[-0.2957860231399536, -0.0729023665189743, 0.7697730660438538]","[-0.30734899640083313, -0.08173755556344986, 0.7998424172401428]","[-0.2415889948606491, -0.030481619760394096, 0.6352465748786926]","[-0.13298852741718292, 0.016649125143885612, 0.46995410323143005]","[-0.11018157750368118, 0.022385410964488983, 0.4226679801940918]","[-0.2412528693675995, -0.08845268934965134, 0.6342098712921143]","[-0.1588241010904312, -0.07919713109731674, 0.48471736907958984]","[-0.09994183480739594, -0.034038953483104706, 0.40740886330604553]"
"[-0.0, 0.0, 0.41067230701446533]","[-0.05266064405441284, -0.016505073755979538, 0.41123029589653015]","[0.026789184659719467, 0.024565527215600014, 0.29019612073898315]","[0.1698671281337738, 0.047902777791023254, 0.10740479826927185]","[-0.02136138826608658, 0.013974311761558056, 0.39513397216796875]","[0.11101989448070526, 0.05088052526116371, 0.1941293329000473]","[0.30072224140167236, 0.05159424617886543, 0.0]","[-0.11582782119512558, -0.011482051573693752, 0.48912134766578674]","[-0.23278357088565826, -0.05958053469657898, 0.6325417757034302]","[-0.29627880454063416, -0.07289046794176102, 0.7702882289886475]","[-0.30716612935066223, -0.0816410705447197, 0.7985594272613525]","[-0.24131622910499573, -0.030404888093471527, 0.6343586444854736]","[-0.13348668813705444, 0.016900017857551575, 0.47010621428489685]","[-0.111161008477211, 0.022232741117477417, 0.42323943972587585]","[-0.23996764421463013, -0.08803411573171616, 0.632067084312439]","[-0.15942199528217316, -0.07944060862064362, 0.4850226044654846]","[-0.10191107541322708, -0.03461572155356407, 0.4090811312198639]"
"[-0.0, 0.0, 0.3814255893230438]","[-0.04992584139108658, -0.018329862505197525, 0.3778366148471832]","[0.0673045665025711, 0.023028003051877022, 0.21673515439033508]","[0.23472607135772705, 0.04357564449310303, 0.03542858362197876]","[-0.021817505359649658, 0.011730475351214409, 0.36592569947242737]","[0.09164038300514221, 0.04977264255285263, 0.18918956816196442]","[0.25435924530029297, 0.053843557834625244, 0.0]","[-0.11577074974775314, -0.011283168569207191, 0.45817530155181885]","[-0.24249237775802612, -0.061522360891103745, 0.6056787967681885]","[-0.31170299649238586, -0.07507950067520142, 0.7483227252960205]","[-0.3221331834793091, -0.08308874815702438, 0.7764413952827454]","[-0.2514910399913788, -0.031374480575323105, 0.6098172664642334]","[-0.1397748440504074, 0.017081325873732567, 0.4452148973941803]","[-0.13079522550106049, 0.019980786368250847, 0.4094058871269226]","[-0.24858130514621735, -0.08933015167713165, 0.6023271083831787]","[-0.1559332311153412, -0.06864284723997116, 0.44953545928001404]","[-0.1421090066432953, -0.042757704854011536, 0.4211558699607849]"
"[-0.0, 0.0, 0.3546812832355499]","[-0.03868664428591728, -0.020202945917844772, 0.3430815637111664]","[0.08865148574113846, 0.019424377009272575, 0.17566566169261932]","[0.267884224653244, 0.03931303322315216, 0.0]","[-0.020040832459926605, 0.008186054416000843, 0.3361721336841583]","[0.0716007724404335, 0.04562552645802498, 0.19097663462162018]","[0.2047259509563446, 0.05394121631979942, 0.01974889636039734]","[-0.11434692144393921, -0.01067989133298397, 0.4310358464717865]","[-0.2515908181667328, -0.062390830367803574, 0.5852068662643433]","[-0.32616332173347473, -0.07758472859859467, 0.7296899557113647]","[-0.3374626338481903, -0.08465778082609177, 0.7599622011184692]","[-0.26102378964424133, -0.0319816991686821, 0.5910761952400208]","[-0.13526538014411926, 0.01772412098944187, 0.4186250567436218]","[-0.16037823259830475, 0.019216159358620644, 0.4068630337715149]","[-0.25645557045936584, -0.0892789363861084, 0.5797520875930786]","[-0.17354167997837067, -0.06941251456737518, 0.4383775591850281]","[-0.19992589950561523, -0.06106981635093689, 0.45233628153800964]"
"[-0.0, 0.0, 0.3826189637184143]","[-0.03237567096948624, -0.015117477625608444, 0.367383748292923]","[0.11709039658308029, 0.020398542284965515, 0.16803106665611267]","[0.3004671633243561, 0.0372459702193737, 0.0]","[-0.024008361622691154, 0.012517739087343216, 0.36780163645744324]","[-0.0022445679642260075, 0.04562874138355255, 0.2991687059402466]","[0.059300657361745834, 0.07466937601566315, 0.1872013658285141]","[-0.10289410501718521, -0.007939065806567669, 0.4549953043460846]","[-0.2254514843225479, -0.05828900635242462, 0.599335253238678]","[-0.30054089426994324, -0.07660354673862457, 0.74672532081604]","[-0.3084641098976135, -0.08324512839317322, 0.7704672813415527]","[-0.2288767695426941, -0.02908620610833168, 0.5936250686645508]","[-0.12177319079637527, 0.01965363137423992, 0.44248291850090027]","[-0.07912902534008026, 0.01959998346865177, 0.3714428246021271]","[-0.23601415753364563, -0.08611924201250076, 0.6057775020599365]","[-0.16180652379989624, -0.06499644368886948, 0.4694579243659973]","[-0.1926131546497345, -0.06286610662937164, 0.48626619577407837]"
"[-0.0, 0.0, 0.3831616938114166]","[-0.03217468410730362, -0.015118862502276897, 0.36751410365104675]","[0.11740875244140625, 0.020469078794121742, 0.16786018013954163]","[0.30066972970962524, 0.03728248551487923, 0.0]","[-0.02463085949420929, 0.012654690071940422, 0.36867305636405945]","[-0.002006042515859008, 0.045705925673246384, 0.2992004454135895]","[0.059590574353933334, 0.07486636191606522, 0.18692249059677124]","[-0.1030646339058876, -0.007981215603649616, 0.45551878213882446]","[-0.22536742687225342, -0.05833395943045616, 0.5998011827468872]","[-0.30009862780570984, -0.07667826861143112, 0.746600866317749]","[-0.3086201250553131, -0.08341889083385468, 0.7716356515884399]","[-0.22936639189720154, -0.029137127101421356, 0.5947479009628296]","[-0.12282757461071014, 0.019686829298734665, 0.4436369240283966]","[-0.07998614758253098, 0.01974848285317421, 0.3724380135536194]","[-0.23553740978240967, -0.08622722327709198, 0.6056202054023743]","[-0.16136591136455536, -0.06512074172496796, 0.4693852961063385]","[-0.19213855266571045, -0.06295637786388397, 0.4861565828323364]"
"[-0.0, 0.0, 0.41222405433654785]","[-0.03597717359662056, -0.013363244943320751, 0.39693188667297363]","[0.11231426894664764, 0.01869974099099636, 0.1871528923511505]","[0.30378636717796326, 0.03778073191642761, 0.0]","[-0.0315026231110096, 0.01820577308535576, 0.4012369215488434]","[-0.016626952216029167, 0.050498999655246735, 0.3365032374858856]","[0.08395257592201233, 0.08003891259431839, 0.18284283578395844]","[-0.09889672696590424, -0.005309656262397766, 0.4803408086299896]","[-0.2087564766407013, -0.05417851358652115, 0.614233136177063]","[-0.2752067744731903, -0.0729643702507019, 0.7440961599349976]","[-0.28564295172691345, -0.08063548058271408, 0.773600697517395]","[-0.20789171755313873, -0.022133316844701767, 0.6021892428398132]","[-0.11268451064825058, 0.026009399443864822, 0.4610326588153839]","[-0.061539795249700546, 0.02224760130047798, 0.38304638862609863]","[-0.22324132919311523, -0.08573732525110245, 0.6265933513641357]","[-0.14620843529701233, -0.06378509849309921, 0.48492977023124695]","[-0.15622478723526, -0.05364613234996796, 0.4739900529384613]"
