0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
"[-0.0, 0.0, 0.4371177852153778]","[-0.05047699064016342, -0.015314866788685322, 0.4433944523334503]","[-0.013685180805623531, 0.02561315894126892, 0.36066800355911255]","[0.04269488528370857, 0.07594276964664459, 0.2799733877182007]","[-0.013049133121967316, 0.01048927940428257, 0.4196755290031433]","[0.15459637343883514, 0.046836379915475845, 0.17445287108421326]","[0.35181835293769836, 0.05414869263768196, 0.0]","[-0.13074304163455963, -0.022590046748518944, 0.5426686406135559]","[-0.2454051524400711, -0.07093209773302078, 0.7210292816162109]","[-0.2882460951805115, -0.08296607434749603, 0.8402646780014038]","[-0.29297900199890137, -0.08907635509967804, 0.8587582111358643]","[-0.25336503982543945, -0.04325323924422264, 0.7223504781723022]","[-0.16522900760173798, 0.008010029792785645, 0.5424836874008179]","[-0.15664294362068176, 0.01680353842675686, 0.5119927525520325]","[-0.2517665922641754, -0.09828449040651321, 0.7239375114440918]","[-0.1710963100194931, -0.09409860521554947, 0.5409178137779236]","[-0.04923272877931595, -0.03820775821805, 0.3828924894332886]"
"[-0.0, 0.0, 0.4333876371383667]","[-0.05512933433055878, -0.01631917618215084, 0.4373037815093994]","[-0.017320435494184494, 0.025151865556836128, 0.35568004846572876]","[0.05130566284060478, 0.07263223081827164, 0.25983482599258423]","[-0.018815429881215096, 0.00961008109152317, 0.41391998529434204]","[0.1416746824979782, 0.04854084923863411, 0.1774124801158905]","[0.3418816030025482, 0.052354831248521805, 0.0]","[-0.12658898532390594, -0.02051391266286373, 0.5262719988822937]","[-0.23843401670455933, -0.06767988950014114, 0.6880244612693787]","[-0.2879239618778229, -0.08043234050273895, 0.8199530839920044]","[-0.2953264117240906, -0.08771907538175583, 0.8438432216644287]","[-0.24967974424362183, -0.04096125811338425, 0.6938297748565674]","[-0.16755566000938416, 0.008210327476263046, 0.5330595970153809]","[-0.17504717409610748, 0.012892177328467369, 0.5266420245170593]","[-0.2419092357158661, -0.09580254554748535, 0.6855776906013489]","[-0.1635202020406723, -0.09207472205162048, 0.5178248882293701]","[-0.047995179891586304, -0.03996804356575012, 0.36941492557525635]"
"[-0.0, 0.0, 0.47163110971450806]","[-0.06119134649634361, -0.017168397083878517, 0.4708330035209656]","[-0.012227416969835758, 0.029684506356716156, 0.3711244463920593]","[0.08845116943120956, 0.08206677436828613, 0.22187097370624542]","[-0.029256226494908333, 0.012264303863048553, 0.45014649629592896]","[0.13643433153629303, 0.061801984906196594, 0.1874270737171173]","[0.3511827886104584, 0.058792844414711, 0.0]","[-0.13725817203521729, -0.025391193106770515, 0.5720148086547852]","[-0.2369736284017563, -0.07305989414453506, 0.7454785108566284]","[-0.2683442234992981, -0.08541268855333328, 0.87603759765625]","[-0.2719547152519226, -0.0911615788936615, 0.910284161567688]","[-0.2542803883552551, -0.045143675059080124, 0.7619650959968567]","[-0.17502684891223907, 0.005004596896469593, 0.5813671350479126]","[-0.1760300248861313, 0.012031588703393936, 0.5728085041046143]","[-0.23310351371765137, -0.0996067002415657, 0.7351274490356445]","[-0.16743530333042145, -0.09841848164796829, 0.5633042454719543]","[-0.04945294186472893, -0.03795746713876724, 0.3964376449584961]"
"[-0.0, 0.0, 0.4414547085762024]","[-0.05230505391955376, -0.017214516177773476, 0.4443521201610565]","[-0.011136047542095184, 0.025263022631406784, 0.3569316267967224]","[0.10877972096204758, 0.06997715681791306, 0.1868906319141388]","[-0.02094219997525215, 0.010690700262784958, 0.4272160530090332]","[0.11767608672380447, 0.054477348923683167, 0.2030513882637024]","[0.3322698771953583, 0.05593262240290642, 0.0]","[-0.1345382034778595, -0.025163039565086365, 0.5458193421363831]","[-0.2415410727262497, -0.07148062437772751, 0.7167726755142212]","[-0.2849544584751129, -0.08514231443405151, 0.8539210557937622]","[-0.2849290668964386, -0.08824638277292252, 0.8868731260299683]","[-0.25968700647354126, -0.0453304722905159, 0.7330365180969238]","[-0.16590814292430878, 0.005239733960479498, 0.5444512367248535]","[-0.16608600318431854, 0.012675046920776367, 0.5280829071998596]","[-0.23720000684261322, -0.09600510448217392, 0.7061158418655396]","[-0.1658662110567093, -0.09094298630952835, 0.5366753935813904]","[-0.04240686073899269, -0.03733280673623085, 0.3717420697212219]"
"[-0.0, 0.0, 0.45170384645462036]","[-0.0494530014693737, -0.017927661538124084, 0.4574166238307953]","[0.003361816518008709, 0.028582436963915825, 0.3549440801143646]","[0.15006616711616516, 0.07035395503044128, 0.14648345112800598]","[-0.016914429143071175, 0.013061556965112686, 0.4402986466884613]","[0.10819171369075775, 0.05802011489868164, 0.22343169152736664]","[0.33503448963165283, 0.06181976944208145, 0.0]","[-0.13760370016098022, -0.02941998466849327, 0.5694203972816467]","[-0.24315893650054932, -0.07543487101793289, 0.7510506510734558]","[-0.28647705912590027, -0.09121780097484589, 0.9089627265930176]","[-0.2920338213443756, -0.095984548330307, 1.0011415481567383]","[-0.253508597612381, -0.04740869253873825, 0.7545900344848633]","[-0.17321637272834778, 0.004380878992378712, 0.5749840140342712]","[-0.14780274033546448, 0.01353465300053358, 0.5176986455917358]","[-0.24438916146755219, -0.10202304273843765, 0.7517567873001099]","[-0.15013940632343292, -0.0838584154844284, 0.5372755527496338]","[-0.03938940539956093, -0.03347711265087128, 0.38335105776786804]"
"[-0.0, 0.0, 0.4154621660709381]","[-0.04928893968462944, -0.01984424889087677, 0.4260348677635193]","[0.007721740752458572, 0.02370482310652733, 0.32592853903770447]","[0.17777185142040253, 0.05723527818918228, 0.10587990283966064]","[-0.013395873829722404, 0.01288897730410099, 0.4076206088066101]","[0.0953003540635109, 0.05127597600221634, 0.22200404107570648]","[0.31272345781326294, 0.05808984488248825, 0.0]","[-0.1319572776556015, -0.026138687506318092, 0.523838222026825]","[-0.24487438797950745, -0.0726008340716362, 0.6916522979736328]","[-0.29224827885627747, -0.08244448155164719, 0.841472864151001]","[-0.30027294158935547, -0.08915435522794724, 0.8670920729637146]","[-0.2661518454551697, -0.0473659373819828, 0.7134283781051636]","[-0.16527880728244781, 0.009050176478922367, 0.5266528129577637]","[-0.08187250047922134, 0.01320208702236414, 0.4092625081539154]","[-0.23989666998386383, -0.09580449014902115, 0.6768177151679993]","[-0.10706677287817001, -0.06039531156420708, 0.44866883754730225]","[-0.0211787112057209, -0.022098802030086517, 0.33667999505996704]"
"[-0.0, 0.0, 0.39111652970314026]","[-0.04572473093867302, -0.020533179864287376, 0.39984792470932007]","[0.04495416209101677, 0.026926986873149872, 0.26541364192962646]","[0.21190667152404785, 0.052439723163843155, 0.06545650959014893]","[-0.011299682781100273, 0.010493873618543148, 0.3845711052417755]","[0.08705688267946243, 0.04911542311310768, 0.21634571254253387]","[0.2898824214935303, 0.05861235037446022, 0.0]","[-0.13369305431842804, -0.024933647364377975, 0.5000884532928467]","[-0.2574551999568939, -0.07189347594976425, 0.6708638668060303]","[-0.3100987672805786, -0.08248806744813919, 0.8119673728942871]","[-0.3158436417579651, -0.08695895969867706, 0.8488814234733582]","[-0.27781176567077637, -0.04765959084033966, 0.6911507844924927]","[-0.1588616967201233, 0.008297519758343697, 0.49391502141952515]","[-0.07720690965652466, 0.01209915429353714, 0.3773769736289978]","[-0.25208720564842224, -0.09341505169868469, 0.6564137935638428]","[-0.1405429095029831, -0.0695878267288208, 0.45736464858055115]","[-0.04094531387090683, -0.024118594825267792, 0.33848878741264343]"
"[-0.0, 0.0, 0.3926859200000763]","[-0.03325207531452179, -0.021937083452939987, 0.393766850233078]","[0.06204858422279358, 0.026272572576999664, 0.24419952929019928]","[0.26324352622032166, 0.05370522290468216, 0.02127748727798462]","[-0.012685730122029781, 0.013268047012388706, 0.39132165908813477]","[0.06102984771132469, 0.04897760972380638, 0.2455388903617859]","[0.2751915156841278, 0.06424270570278168, 0.0]","[-0.13287518918514252, -0.02723388373851776, 0.5079387426376343]","[-0.25932422280311584, -0.07692303508520126, 0.6895074844360352]","[-0.30867162346839905, -0.08731556683778763, 0.8335531949996948]","[-0.3142468333244324, -0.09129920601844788, 0.8798860907554626]","[-0.2831558883190155, -0.04827878996729851, 0.7209376096725464]","[-0.16559582948684692, 0.017311686649918556, 0.5196736454963684]","[-0.07419811934232712, 0.015368133783340454, 0.39028504490852356]","[-0.25129881501197815, -0.10079823434352875, 0.6659549474716187]","[-0.1294134557247162, -0.06864559650421143, 0.4500882625579834]","[-0.05533013865351677, -0.02284105494618416, 0.3571978807449341]"
"[-0.0, 0.0, 0.3996911644935608]","[-0.025765929371118546, -0.02467111125588417, 0.38414129614830017]","[0.11204156279563904, 0.028976714238524437, 0.18412946164608002]","[0.3024294972419739, 0.04921429604291916, 0.0]","[-0.013762756250798702, 0.010763305239379406, 0.395234078168869]","[0.0211409293115139, 0.047386087477207184, 0.2883223295211792]","[0.2043837308883667, 0.06826063245534897, 0.051640212535858154]","[-0.13327471911907196, -0.02600189857184887, 0.5080204606056213]","[-0.2669433653354645, -0.08015678077936172, 0.6977307200431824]","[-0.3134559392929077, -0.08997549116611481, 0.8363847732543945]","[-0.319975346326828, -0.09492418169975281, 0.881213903427124]","[-0.2900255024433136, -0.04564829170703888, 0.7307991981506348]","[-0.16705499589443207, 0.02366587519645691, 0.5423133373260498]","[-0.07595526427030563, 0.01809834875166416, 0.40667852759361267]","[-0.2588549852371216, -0.10583075135946274, 0.6744330525398254]","[-0.13344165682792664, -0.07197483628988266, 0.453939825296402]","[-0.1467023342847824, -0.05683545768260956, 0.452473521232605]"
"[-0.0, 0.0, 0.3986462354660034]","[-0.02900048904120922, -0.022573187947273254, 0.3781011402606964]","[0.1302163153886795, 0.023174623027443886, 0.16771002113819122]","[0.32316216826438904, 0.040193792432546616, 0.0]","[-0.015241027809679508, 0.009561172686517239, 0.3793759047985077]","[-0.010058044455945492, 0.046921927481889725, 0.3157880902290344]","[0.1363372802734375, 0.07112608104944229, 0.11620256304740906]","[-0.11496233940124512, -0.016275988891720772, 0.4786481261253357]","[-0.24785113334655762, -0.06943619251251221, 0.6410601139068604]","[-0.3065439462661743, -0.0829102173447609, 0.765883207321167]","[-0.3155997395515442, -0.08956874161958694, 0.7940385341644287]","[-0.2731027901172638, -0.036879442632198334, 0.6693516969680786]","[-0.16429930925369263, 0.03052845411002636, 0.5295162200927734]","[-0.0699617937207222, 0.01749950461089611, 0.3940224051475525]","[-0.2404298633337021, -0.0960119292140007, 0.6201506853103638]","[-0.14225390553474426, -0.06748400628566742, 0.4551089406013489]","[-0.20164594054222107, -0.07279324531555176, 0.5148333311080933]"
"[-0.0, 0.0, 0.4616032838821411]","[-0.04295184463262558, -0.016957025974988937, 0.43281787633895874]","[0.15292705595493317, 0.02944551594555378, 0.16065236926078796]","[0.34224119782447815, 0.044189903885126114, 0.0]","[-0.026410583406686783, 0.014276348054409027, 0.43028828501701355]","[-0.0328376479446888, 0.05730966478586197, 0.3706247806549072]","[0.07481598109006882, 0.09931056946516037, 0.21303047239780426]","[-0.11919134855270386, -0.018205340951681137, 0.5364875197410583]","[-0.22904980182647705, -0.0709628164768219, 0.702593982219696]","[-0.2576645612716675, -0.08313117921352386, 0.7909926176071167]","[-0.2644774317741394, -0.09132982790470123, 0.8152644634246826]","[-0.2510157525539398, -0.03878594562411308, 0.72591632604599]","[-0.20747613906860352, 0.02099551446735859, 0.6414905786514282]","[-0.09705004841089249, 0.02146896719932556, 0.4582572281360626]","[-0.21958716213703156, -0.09775503724813461, 0.6867026090621948]","[-0.13755029439926147, -0.07654653489589691, 0.5228186845779419]","[-0.19573071599006653, -0.09088636189699173, 0.5815414786338806]"
"[-0.0, 0.0, 0.46546104550361633]","[-0.045041993260383606, -0.016640208661556244, 0.43042320013046265]","[0.15125446021556854, 0.03517698124051094, 0.16203159093856812]","[0.34516578912734985, 0.04654911532998085, 0.0]","[-0.02759118564426899, 0.012358992360532284, 0.4232773184776306]","[-0.020069396123290062, 0.05744752287864685, 0.3580673635005951]","[0.09109130501747131, 0.10231336951255798, 0.2003549039363861]","[-0.13231702148914337, -0.023590274155139923, 0.5433460474014282]","[-0.24767908453941345, -0.07341799885034561, 0.7258026003837585]","[-0.2803286015987396, -0.08768592774868011, 0.8438382148742676]","[-0.27797582745552063, -0.09086544811725616, 0.8856022357940674]","[-0.2697785496711731, -0.044247131794691086, 0.7479596138000488]","[-0.20989325642585754, 0.00929995160549879, 0.6233332753181458]","[-0.10300445556640625, 0.018124442547559738, 0.45105767250061035]","[-0.2360592633485794, -0.09810875356197357, 0.7107110023498535]","[-0.15129302442073822, -0.07946980744600296, 0.5341646671295166]","[-0.18465447425842285, -0.07630711793899536, 0.5610424280166626]"
"[-0.0, 0.0, 0.349937379360199]","[-0.043066591024398804, -0.01583617366850376, 0.3511715829372406]","[0.07038915902376175, 0.02900078147649765, 0.19023950397968292]","[0.21512609720230103, 0.04329504445195198, 0.0]","[-0.015499206259846687, 0.009166202507913113, 0.33676910400390625]","[0.03663214296102524, 0.05071176961064339, 0.22722211480140686]","[0.1707468330860138, 0.07420837134122849, 0.058854371309280396]","[-0.1280183643102646, -0.02125558815896511, 0.44948920607566833]","[-0.25702330470085144, -0.06903894990682602, 0.6254868507385254]","[-0.3133099377155304, -0.08450361341238022, 0.7689635753631592]","[-0.31800854206085205, -0.08858160674571991, 0.8019385933876038]","[-0.2693434953689575, -0.04868410527706146, 0.6306189298629761]","[-0.11463750898838043, -0.0009215916506946087, 0.40407365560531616]","[-0.046923890709877014, 0.0034129060804843903, 0.30699780583381653]","[-0.25862500071525574, -0.09002870321273804, 0.625201940536499]","[-0.1685205101966858, -0.07701738178730011, 0.44568225741386414]","[-0.0753779262304306, -0.03229862079024315, 0.3318173289299011]"
"[-0.0, 0.0, 0.3165241777896881]","[-0.035715147852897644, -0.015505725517868996, 0.3232656419277191]","[0.04002368077635765, 0.02849675342440605, 0.21124517917633057]","[0.16183698177337646, 0.03661447390913963, 0.04308265447616577]","[-0.00487518310546875, 0.007272601593285799, 0.3085988759994507]","[0.07403228431940079, 0.0457792729139328, 0.17306159436702728]","[0.22777123749256134, 0.05980057641863823, 0.0]","[-0.11142321676015854, -0.017427604645490646, 0.4123213589191437]","[-0.24490228295326233, -0.06594613939523697, 0.5712360143661499]","[-0.32643482089042664, -0.08360310643911362, 0.7245051860809326]","[-0.3633907437324524, -0.09477648884057999, 0.840246319770813]","[-0.2420041561126709, -0.04478878155350685, 0.5603023171424866]","[-0.10493811219930649, -0.0003492854884825647, 0.3664873242378235]","[-0.06742382794618607, 0.005961156915873289, 0.3007166087627411]","[-0.262063592672348, -0.09050163626670837, 0.5837918519973755]","[-0.1455015242099762, -0.07101445645093918, 0.3888552784919739]","[-0.04581945762038231, -0.030230477452278137, 0.27490484714508057]"
